a	b	c	d	e
3800	Il resgarde sor destre			si escoute sor destre	Elli montano immantanente
3801|3802	et ot une voiz de fame assez pres de lui ce li ert avis|Il vet cele part		quando viola torre del alcaçar paresçiole muy fermosa y el estandola myrando oyo dar vozes avna muger muy çerca y el fue alla y vio avna donzella estar y esta hera la	& oit vne vois de femme asses pres de lui|qui crioit ce li est auis|& il sen uait cele part	
3803|3804	et voit|que c ert la damoisele		que don galuan prouara	& voit|que ce est la damoisele	e si partirono di là entro
3805|3806|3807|3808|3809|3810|3811	que mes sires Gauvain vost geter de la cuve mes il he pot|et ele crioit Sainte Marie|qui me getera de ci|?|Et quant ele voit venir Lancelot|si dist Ha sire getez moi de ceste eve|qui m art Il vient a la cuve	qui auoit ne m sebil le en¬ cores le deuroie ie miculx auoir	por sacarla dela tina del agua feruiente enque yazia|e non pudo y|quando ella vido a don lançarote dixo ay sancta maria quien me sacara desta agua|que me quemo y don lanzarote fue	que mesires Gauuain eal uolt geter hors de la cuue|mais il ne pot|Et elle crie sainte marie|qui me getera de ci|Et quant elle voit uenir lancelot|si li dist ha : sire pour dieu getes moi de ceste cuue ou iou arc toute	e andarono tanto per me' la foresta|che venono nella piaza
3812|3813	et la prant par les braz|et la met fors a		luego aella y tomola porla mano y sacola fuera y	Et lancelot sen uait a la cuue|& prent la damoisele par lez bras|& le met hors de la cuue ausslsi legierement comme sil ne li greuast noient	Si erano già asembiati|che d una parte
3814|3815	Et quant ele se voit delivre|si li chiet as piez		quando la donzella se vido fuera dela cuita enque yazia fincolos ynojos ante el y dixole señor vendito sea el dia enque naçistes	Et quant cele se uoit deliure|si li chiet as pies	e che d altra|più di xxe
3816	et li baise la jambe			si li baise la iambe	
3817	et le soler			& le soler	cavalieri
3818|3819	et li dist Ha sire beneoite soit l eure|que vos fustes nez		Ca vos me librastes dela mayor Cuita	si li dist ha : sire beneoite soit leure|que vous fustes nes	: il facevano bene d amindune parti|ma troppo aveva più di genti il re di Norgales per diverso lui
3820	car vos m avez gité de la greingnor dolor ou fame fust onques		que nunca muger sufrio y besole el pie y	quar vous maues gete de la greignour dolor ou femme fust onques	che l re Bando di Maguzo non avea
3821	Mais maintenant conmance la sale a emplir de dames		luego entraron muchas dueñas	Quant lancelot ot getee la damoisele de la cuuee ensi com vous poes oir Lors commencent a assambler entour lancelot tout cil de la uille|dames	zol Quando Lancelotto venne presso delle giostre
3822|3823	et de chevaliers|et si assemblent tuit cil de la vile		e Caualleros enel palaçio	& cheualiers	si ristà a una parte lui|e suoi compagnone|e riguarda i quali il fanno meglio
3824	por veoir la damoisele		por ver aquella marauilla	por veoir la damoisele	:|si vidono tre cavalieri per diverso il re di Norgales
3825|3826	et la mainnent en une chapele|por randre graces a Nostre Seingnor		Ca luego dieron de vestir ala donzella y lleuaronla avna capilla de san cta maria	si lenmainent en vne capele pour rendre graces a nostre seignor	che troppo bene il facevano|ch elli donavano ardimento a lloro per lo ben fare
3827|3828|3829	Lors moinnent Lancelot en I|cimetiere desouz la tor|et li monstrent I		por dar graçias de aquella merçed quele fazia|e otrosi lleuaron a don lanzarote a vn çiminterio|que hera so la torre grande y mostraronle vn munumento muy fermoso	Et lors enmainent lancelot en vne cymentiere desouz la tour	Si avieno già tanto fatto|che lla gente del re Bando di Marguzo era riculata più d un'arcata|sE la figliuola del re di Norgales ne parla a sue compagne|che nel luogo erano|e disse avendof tutte|: aPer Dio
3830	tombe molt riche ou il avoit lestres escrites		e muy Rico en|que hauia letras	& li moustrent vne tombe moult riche|ou il auoit lettres escriptes	molto fosse stato qui bel torniamento se que' di là potessono soferire i nostri|ma elli m è aviso
					acciò
3831	qui disoient Ja ceste tombe ne sera levee devant		que dezian de aqui ya esta tumba no sera alçada	qui disoient ia ceste tombe ne sera leuee deuant ce	ch elli vanno riculando|ch elli saranno per tempo messi alla fugga
					E già no m aiuti ldio se molto non fanno a pregiare que' tre cavalieri
					che diverso i nostri sono
					ché per loro sono disconfitti que di Gora
					— Damigella
3832|3833	que li lieparz i mestra main de|qui li granz lions doit issir		si non porel leon pardo dequien a de salir el gran leon	que li lupars de|qui li grans lyons istera y uenra	disse la figliuola del re Bando di Maguzo|chi son quelli|che tanto debono essere pregiati
3834	et cil la levera legierement		mas este la alzara muy ligeramente	Et cil la leuera legierement	? —Per fé|diss ella
					l uno à nome Mordret
					il fratello di monsignor Galvano
					a quel vermiglio scudo
					e l altro est Mador della Porta
					el maggior cavaliere
					che sia qui
					e l terzo est Galigandino
					mi nepote
					quelli
					che porta quello scudo bianco
					: ciò son coloro
					che meglio il fanno di tutta questa piaza
					e per cui vostra gente est già tutta disconfitta
					— Or non voi ismagate
3835|3836	et lors sera engendrez li granz lions en la bele fille au roi de la Terre Forainne|Quant il a les lestres leues		ca entonçes se engrandezera el gran leon enla fija del Rey dela tierra forana Como don lançarote alço la tumba y mato la serpiente Puesque lançarote leyo las letras y no entendio lo	Et cils grans lyons sera: engendres en la bele fille le roy de la terre foraine|CNuant lancelot ot les lettres leuees	damigella|disse la figliuola del re Bando di Maguzzo||che con esso lui sono ellor disse
					Seguiteme
					ché ora abiamo noi troppo attendutob
					Allor lascia corere per me l aringo quanto
					che l cavallo puote andare
					si fiede
					ché se m aiuti Idio
					se l re vostro padre non
					si fugge
					elli vedrà ancor oggi donare tal colpi
					donde non atenderebbe uno per tutta sua terra perdere
					
					Dio
					diss ella
					chi gli donerà
					
					diss ella
					il vedere il potrete per tempo
					ché quegli è venuto
					che ta colpi dona
					ln ciò
					che parlavano insi
					si udirono il grido levare sopra que' di Gora
					che si fugivano elli andavano pigliando que' di Morgales
3837|3838	si n entant pas qu eles vuelent dire|et cil		que querian dezir y los	si nentent mie ce|que elles uoloient dire|Et cil	si duramente il primaio|ch elli incontra|ch elli il porta lui|e l cavallo sin terral tutto in un monte
3839	qui entor lui sont li dient Sire nos cuidons bien		que estauan alderredor del dixeron señor nos sauemos bien	qui entor lui estoient li dirent Sire nous quidons bien	si fiede del troncone un altro cavaliere
3840	que ce soiez vos	que uous	que vos sodes este leon Pardo	que ce soies vous	si che lli fa la sella votare|Quand egli ebbe la lancia rotta
3841	dont ces letres parolent		que estas letras fablauan y no entendio lo|que querian dezir	dont ces lettrez parolent	si mette la mano alla spada
3842	car nos savons bien par la damoisele		ca nos entendemos bien porla prueba	Car nous sauons par la damoisele	donde si sapea molto bene atare
3843	que vos avez delivree		que vos feçistes enla donzella	que vous aues deliuree	si comincia a fedire tutto intorno lui|e a donar gran colpi
3844|3845|3846|3847|3848|3849|3850|3851	que vos estes li mieldres chevaliers de touz cels|qui or sont|—|Que volez vos|que je face|? Je sui pres de faire totes voz volentez|— Nous volons|font il	car ie suis plus belle	que librastes dela tina ardiente enque ella estaua|que vos sodes el mejor cauallero del mundo amigos dixo el no me digades esto|mas dezidme y mostradme lo|que tengo de fazer y fazerlo he|como vos quisieredes Nos queremos dixeron ellos	que vous soies li mieldres cheualiers|qui ore soit|Que uoles vous fait lancelot|que iou vous face|Iou sui tous pres de faire vostre volente Nous uolons font il	e pugne a monte|e pugne a valle|né non agiugne huomo|che non porti a tterra|WElli arappa scudi di collo|e elmi di testa|si fa tanto in poca d ora|che tutto il torniamento s aresta intorno lui per vedere le maraviglie|ch elli fa
3852|3853	que i vos levez ceste tombe|et veoiz qu il a desouz		que alzedes esta tumba y bedlo	que vous leues ceste tombe|& regardes quele chose il a desouz	ch elli non agiugne huomo|tanto sia pro'
3854|3855	Et il met la main au plus gros chief|et la lieve trop legierement		que yaze so ella y don lançarote tomo	Et il met maintenant la main au plus gros chief|si le lieue assez legierement	che non porti atterra o morto o magagnato|Si l ânno conosciuto in poca d ora quelli
3856	et voit dedenz le plus hideuz serpent		luego la tumba porel cauo	& voit desouz le plus hideus serpent	che unque mai non l avieno veduto
3857|3858	et le plus felon par samblant|dont il oïst onques parler		mas grueso y alçola	dont il oist onques|mais parler	e tanto il ridotano per le maraviglie|ch elli fa|che non v à mai nullo tanto
					si ardito
					ch a colpo l osi attendere
3859|3860	Et quant il voit Lancelot|si li gete feu		luego muy ligeramente y vio dentro vna serpiente la	Et quant li serpens voit lancelot|si li giete fu ardant	;xi n ucide tanti|e magagia di que' di Norgales|ch a fine forza li fa ritornare più di tre arcate|meTanto fa per la sua prodeza
3861	si ardant qu il li brule tout son haubert			si que il li brulle son hauberc	che tutti ne parlano|e lungi
3862	et ses armes		mas fuerte	& sez armes	e presso
3863	et se lance fors de la tombe en mi le cimetiere			et puis se lance hors de la fosse en mi la cymentiere	e dicono|che tutto vince il cavaliere bianco della gente del re Bando di Maguzo
3864	si que li arbrisel			si que li arbrissel	etE tre compagnoni
3865|3866	qui dedenz estoient conmencierent a ardoir|por l ardeur dou feu			qui el cymentiere estoient commencierent a ardoir pour le fu quil getoit	che davanti ciò avieno messi alla fuga que di Gora|ch eli àno usciti del torniamento per loro riposare un poco|si si maravigliarono molto quand
3867	Et cil de laienz tornent en fuie			Et cil|qui illuec estoient commencierent tout ae à fuir	e vidono lor genti fuggire
					;
3868|3869	et montent as fenestres en haut|por veoir conment il sera		que el nunca viera	& montent as fenestres en haut pour ueoir comment il en auendra a lancelot	si domandarono|che ciò est|Che est ciò|?|disse un valletto
3870|3871	et Lanceloz gete son escu l devant son vis|puis s adresce cele part ou il vit le serpent comme cil		e quando ella vido a don lançarote alçose contrael y lanço porla boca vn fuego tan grande	Et il giete son escu deuant son viss|et sadrece cele part ou il voit le serpent|comme cil	Non avete vo' passo veduto le maraviglie|che v à|dis egli|e' v è un cavaliere a un arme bianche
					
					? No
					disse Mordaret
					— Per fé
3872	qui ne doute aventure			qui ne doute nulle auenture	uno diavolo|un aversieri
3873	qui avenir li puisse			qui auenir li puist	che più cidrebbe stasera di gente
3874	Et li serfald]panz li giete feu envenimé			Et li serpens li giete fu envenime	che l uomo non potrebbe mica sotterare d uomini morti in due arpens di terra|Non andate mica in quelle parti
3875|3876	si qu il li art son escu par defors|et Lanceloz le fiert par mi le piz del glaive		que todas las armas les amusco y desi salto fuera del munumento y començo a echar tanto de fuego	si quil li brulle tout son escu deuant|Et lancelot le fiert el pis del glaiue	se vo'non volete morire|;|e lance|e lasciarono correre a Lancelotto
					ma nanzi
					che que di Norgales se ne fugissono
					che già Dio no m aiuti se contro a sua spada può durare né ferro né acciaio
					Allora lilacciarono loro elmi i tre compagnoni
					e montarono in lor cavalli
					e presono scudi
3877|3878	si qu il li met el cors|et fer		que quemo vnos arboles pequeños	si durement quil li met el cors fer	|ch elli tolse a uno di coloro|e cciò era Mordalet|: egli il fiede
					si che lli mette per me la spalla manca tutto il ferro
					che si fuggivano
					si si diriza incontro a l un di tre compagnoni
3879|3880	et fust|Et il conmance a batre a la terre de ses eles comme cil		que ay estauan y todos començaron de fuir y fueronse subir sobre vnas finiestras	et fust|Et li serpens commence a batre la terre de ses elles comme cils	e l fusto|: lo mpugna bene|si 'l porta a tterra tutto inferrato|osE il re Bando di Maguzo
3881	qui est navrez a mort			qui ert naures a mort	che di dietro lui era
3882	et ll met la main a l espee			Et lancelot met main a lespee|& li donne	li dona un altra lancia|e lli disse
					Tenete
					sire
					mostrate ancora come voi sapete lance brisciare
					egli lascia immantanente corere inverso a Madore della Porta
					e quel li rompe la lancia nel miluogo del petto
					; ee Lancelotto
					che lla sua lancia porta bassa
					il fiede
				j	
3883	et li donne grant cop la ou il le puet ataindre tant qu il li fait le chief voler			tel cop quil li fait la testevoler a terre a|Quant lancelot ot ocis le serpent	si che gli mette per me la coscia el ferro con tutto il frusto|si l porta lui
					e l cavallo in terra tutto in un monte
				qui longement ot este desouz la tombe del cymentiere	
3884|3885|3886|3887	Lors viennent|? avant li chevaliers|qui ja estoit armez|por aidier a Lancelot;		por ver lo|que faria don lançarote y el puso el escudo delante	Lors viennent auant li cheualier|qui ia estoient arme pour aidier a lancelot	;|e egli passa oltre|e 'l cavaliere||ch ebbe già assai riguardato Lancelotto per le maraviglie|ch elli faceva|E quando Lancelotto vide
					ch elli sono tutti ritornati a discofittura
					e che non v à mai nullo ricoverio
					si si fiede nella foresta
					e se ne va grande andatura
					ch elli non vuole essere arestato da nullo
					Assa' fu chiesto
					e vide chel colpo
					si no l osa più attendere
					anzi
					si torna in fuga quanto
					che l cavallo puote andare
					eAllor comincia il grido troppo maraviglioso ché tutti quelli di Norgale
					si fugivano
					e quelli di Gora li neacciano
					e lli pigliano tutti a llor volontà
					e trae la spada
					e fiede Galiganyn lo scudo bianco
					si che n abatte giuso un gran casnjtello
					;
					e lla spada discende giuso sopra l cavallo
					sicché lli colpa il collo dinanzi le spalle
					e abatte in uno monte el cavallo
3888	et quant il voient qu il l a ja occis			Et quant il uoient quil a le serpent ocis	e domandato|ma e' non v ebbe colui
					che l potesse trovare
					E quando il re Bando da Maguzo vide
					che se n era andato in tal maniera
					ch elli non sarebbe mica trovato
3889|3890|3891	si le reçoivent a grant joie|et conmancent li sain a sonner|Maintenant viennent laienz chevaliers dames		si y dexo correr contrala serpiente	si mainent trop grant ioie|si quil font tous lez sains del chastel sonner	si è|si dolente|che non sa|che fare né
3893|3894	tant que ce n est se merveille non a|et li dient		ca non la dubdaua ni temia ninguna Cosa ni auentura quele auiniese y la serpiente començo a echar fuego y ponzoña contrael	& li dient	che dire
3895	que bien soit il venuz sor touz ceaux dou monde ;			que bien soit il uenus sor tous lez cheualiers del monde :	
3896|3897	si le moinnent el maistre palais|et le desarment		asi que todo el escudo le quemo	si le mainent el maistre palais|puis le desarment	
3898	A cels paroles issi de laienz J			Ensi con desarmoit lancelot	
3899|3900	granz chevalier|et amenoit o lui grant compaingnie		e don lançarote le fue a dar vna lançada tan grande porlos pechos quela lança le paso dela otra parte y la serpiente començo a ferir delas alas conla Rauia dela muerte y don lanzarote metio mano al espada y començole de dar muy grandes golpes	si issi de vne cambre vns grans cheualiers|si amenoit S aueques lui grant compaignie de cheualiers	: ”ché veramente est elli il più maraguroso cavaliere
3901|3902	et estoit I|des plus biaux hom	⁊ plus gente	por doquier quela podia alcançar	Et il estoit vns dez plus biausershee hommes	che unque fosse
3903	que Lanceloz eust onques veu			que lancelot eust onques ueu	
3904|3905|3906	puis qu il parti de Kamaalot|et molt resambloit bien gentil home|Et quant cil de laienz le voient venir		asi que ala çima la tajo la cabeza|entonçes vio venir muchos caualleros armados	puis quil se fu partis de camaalot|& moult resambloit bien gentil homme|Et quant cil de laiens le virent	quand egli avea con esso seco ora il miglior cavaliere del mondo
3907	si se lievent encontre lui		que venian a ayudar y	si se leuerent	
3908	et dient a Lancelot Sîre veez ci le roi			& dient a lancelot|Sire uees chi le Roy	
				Nuant lancelot entent	
3909	qui vient			que ce estoit li roys	
3910|3911|3912|3913	Lors se dresce Lanceloz|et dist|que bien soit il venuz|et il li rant son salu	⁊ plus ẽuoisiee	quando vieron la serpiente muerta fueron todos muy alegres y fueron todos contra don lan zarote y Resçiuieronlo con muy gran alegria y|luego començaron de tañer todas las canpanas dela villa y todos los Caualleros y escuderos y muchas dueñas y donzellas se llegaron ay y pasauan porante don lanzarote y façianle todos Reuerençia	si se drece encontre lui|& li dist A|que bien soit il uenus|Et li roys li a rendu son salut	e che li dovesse far gioia
3914|3915|3916|3917|3918	et li gete les braz au col|et li dist Sire tant vos avons desirré a veoir|et a avoir|que Deu merci or somes nos saisi de vos|Et sachiez		e deçianle todos vos sodes el bien benido sobre todos los Caualleros del mundo y lleuaronlo al gran palaçio y fizieronlo desarmar|entonçes vio don lançarote salir devna camara vn gran Cauallero y conel vna gran compaña de Caualleros y hera muy fermoso	puis li giete sez bras au col|Et li dist Sire tant vous avons desire :|que ore vous auons	e festa
3919	que nos en avions grant mestier			Si en auiemes moult grant mestier	
3920	car tant a esté nostre païs deserté			quar tant a este nostre pais essillies	
3921	et essillié			& desertes	
3922	et li povre home perdu lor gaingnage qu il ert des ores			que li poure homme y ont perdu lor gaaingnages|si est des ore	or l à perduto per sua malvagità
3923	mais bien droit s il plest a Nostre Seingnor			mais bien tamps|puis quil plaist a nostre seignor	
3924	que lor pertes soient restorees			que lor pertes soient re Storees	
3925|3926	et lor biens restabli|dont il ont esté grant piece soufraiteux		e muy preçiado amarauilla y los del palaçio	Et lor bien|dont il ont este grant piece souffraiteus	
3927|3928	Lors s asiet li uns delez l autre|et li demande li rois			Lors sassieent ensamble|si demande li roys a lancelot	lmEGaligandyn
3929|3930|3931	dont il est|et conment il a non|— Lancelot del Lac fait il	que uous nestes		dont il est|& comment il a a non|& a a non lancelot del lac	che Lancelotto ebbe abattuto
				Et il dist quil est de la maison le roy artu	
				& de sez cheualiers	
3932|3933	— Or me dites fait li rois li rois Bans li prodom|qui morut de duel ne fu il vostre peres		quando lo vieron dixeron a don lançarote señor vedes ay el Rey y qual Rey dixo el señor dixeron ellos el Rey peles y	Et li roys li dist Or me dites douls sires|En ne fu li roys bans|qui morut de duel uostres peres	fu rimontato
3934	? — Sire fait Lanceloz oïl			Sire fet lancelot oil	
3935	— Par foi fait li rois			Par foy fait li roys	
3936	dont sui je touz aseur			dont sui iou tout asseur	
3937	que par vos ou par chose			que par vous ou par cose	si come puote
3938	qui de vos istra sera cil pais delivrez des estranges aventures			qui de vous istera cils pais deliures des estranges auentures	
3939	qui i aviennent jor			qui y auienent nuit	
3940|3941	et nuit|Lors vint avant une dame de			& iour|A tant vint illuec vne dame de	e viene al re Bando da Maguzo
3942	si grant aage			si grant aage	
3943	que bien pooit avoir C			que elle pooit bien auoir	
3944|3945	anz;|si apele le roi			C TTans|Si apela le roy	e si fa a lluiconoscere
3946	si li dist Sire je voil a vos parler			& li dist|Sire iou voel a vous parler a conseil	
3947|3948	Li rois se part de Lancelot|et commande a ses chevaliers qu il li facent compaingnie			Et li roys sen part de lancelot|& commande a sez cheualiers quil li facent com paignie	
3949|3950	et il dient|que si feront il			Et il dient|que si feront il	si gli fece molto grande gioia
3951	Lors s en vait o la dame en une chambre a			Lors sen uait li roys auec la dame en vne cambre	
3952|3953|3954	et ele li dist|quant il fu assis Sire|que porrons nos fere de cest chevalier		luego fue don lançarote contrael y dixole vos señor seades bien benido y el Rey lo fue a abraçar y dixole señor buena ventura vos de dios	si sassieent sor vne couce|& lorssl li dist la dame|Sire|que porrons nous faire de cest cheualier	e elli disse|Sire
3955|3956	que Diex nos a amené|? — Je ne sai fait il		ca sabed señor	que diex nous a amene|Iou ne sai fait li roys	i' sono venuto a voi
				que on en face	
3957	que l an an doie faire fors qu il avra ma fille a faire sa volenté			fors ce|que on li donra ma fille a faire sa uolente	
3958	— An non Dieu fait la dame je sai bien qu il ne la voldra mie panre			Enon dieu fait la dame|iou sai bien quil ne la volra mie prendre	
3959	quant l an li offerra			quant on li Offera	
3960	car il aimme tant la roine la fame le roi Artu qu il ne voldroit avoir nule autre			quar il aime tant la royne genieure la femme au roy artus quil ne voldroit auoir nulle autre	
3961|3962	et par ce couvandra il|que Pan le face			Et por ce conuendra il con le face	che voi mi diciate chi l cavaliere est
3963	si saigement qu il ne s en aperçoive			si sagement quilne sen aperchoiue	
3964	— Or an esploitiez fait li rois			Or en esploities fait li roys	
3965|3966	si com vos voudrez|car il covient qu il soit fait		que mucho vos deseauamos ver	quar il conuient|que ce soit fait	che si be ll à oggi fatto per diverso voi
3967|3968	— Or ne vos entremetez plus fait la dame|car j en vendrai bien a chief			Or ne vous en entremetes plus fet la dame|mais laissies ment conuenir|quar iou en vendrai bien a chief se dieu plaist	— Bel dolce sire
3969|3970|3971	Lors entre li rois en la sale|et vient a Lancelot|por faire lui compaingnie;		e loado sea dios	Lors sen reuint li roys en la sale|& se rassiet deles lancelot pour faire lui compaignie	diss elli il re Bando di Maguzo|perché l domandate voi
3972|3973	si parolent li uns a l autre|et s entracointent au plus bel qu il pueent			Si parlerent li uns a lautre de maintes choses|Et sacointerent li vns de lautre le plus quil pueent	? — Sire
3974|3975	Si li demande Lanceloz conment il a non|et il dist			Si demande lancelot au roy comment il a a non	diss elli
3976|3977	que l an l apele Pellés de la Terre Foreinne|Endementres qu il parloient einsi			Et il dist quil a a non li roys pelles de la terre foraine Ndementres quil parloient ensi	
3978	si resgarde Lanceloz			si esgarde lancelot	
3979	et voit laienz entrer par une fenestre le coulon			et voit entrer vn colon parmi vne des fenestres|Et ce fu cils	
3980	que mes sire Gauvain			que mesires Gauuain ot ueu a lautre	
3981	avoit veu autre foiz			fois	
3982	et portoit en son bec I			si portoit|i	
3983	encensier d or molt riche			encensier dor moult bel|& moult riche	
3984	Et si tost com il fu laienz entrez			Et si tost comme il fu laiens entres	
3985	si fu li palais repleniz de totes les bonnes odors			fu li pales emplis de toutes boines odors	
3986	que cuers d ome porroit penser			que cuers domme porroit penser	
3987	Et lors se turent par laienz qu il n i ot celui			Et lors se teurent il tout par laiens|si quil ni ot celui	
3988|3989	qui mot deist ainz s agenoillierent|quant il virent le coulon venir	si le sauroie mieulx seruir a sa uoulẽte q̃ uous ne sauriez		qui mot deist|Aincois sagenoillerent tout|quant il virent le colon uenir	
3990	Et il entra maintenant en une chambre			Et il entra en vne cambre	
3991	Lors saillent li sergent			Lors saillirent li sergant	
3992	et metent les napes sus les dois			& misent lez tables|& lez napes	
3993	si s asieent li un		que vos Auemos	si sassieent li vn	
3994	et li autre sanz ce			& li autre|Sans chou	
3995	que nus i deist mot ne nus n i fu apelez			que nus en desist mot|ne nus ni fu apeles pour mangier	
3996	De ceste chose se merveille molt Lanceloz			& de ce sesmerueilla moult lancelot	
3997	si fait autel come li autre			Si fait aussi comme li autre font	
3998	et l s asiet devant le roi			et sassiet deuant le roy	
3999|4000	et voit qu il sont tuit em prieres|et en oroison		que tanto a estado esta nuestra tierra en Cuita y en pobreza	& uoit|que tout li autre sont en proieres|& en orisons	
4001	et il fait autel comme li autre font			A pres ce	
4002	Aprés ce qu il furent assis ne demora gueres qu il vit issir d unne chambre une damoisele			que li roys fu assis|si ne demora gaires	
				que Lancelot uit issir la damoisele	
4003	que mes sire Gauvain ot tant resgardee			que monseignor Gauuain eut tant regardeel:	
4004	si fu			& fu	
4005|4006	si bele|et si avenanz de toutes choses		que todos los	si bele|et si auenant des toutes choses	
4007	que Lanceloz meesmes dist bien			que lancelot meismes dist	
4008|4009	que onques|mais a fame ne vit		que y moran son pobres	quil onques mes ne vit femme de	per ciò
4010	si grant biauté se ne fu en sa dame la roine			si grant biaute fors|que sa dame la royne	
4011|4012	et dist|que voir li disoit cele	Et pource me semble il		Et dist|que voir disoit cele	
4013	qui laienz l avoit amené			qui laiens lauoit amene	ch i' sono giovane huomo
4014	Il resgarde le vessel			Et il regarda vn uaissel	
4015	que la damoisels tenoit entre ses mains			que la damoisele tenoit entre sez mains	
4016|4017	qui est li plus riches a sou esciant|qui onques fust veuz par home mortel	que uoue ueus en deuez bien taire		qui ert li plus riches a son escient|qui onques fust ueus par homme mortel	
4018	et estoit fait en samblant de galice :			Si estoit fais en samblance de calice	
4019|4020	si li est avis|et bien le croit			Si li est auis|& bien le croit	si so ancora poco d arme
4021	que ce soit sainte chose			que che soit sainte chose	
4022	et dingne;			& digne	
4023	si conmança les mains a joindre encontre			Si commencha sez mains a ioindre encontre	si arei mestieri d acontarme a un
4024	et a encliner le piteusement			& lenclina piteusement	
4025|4026	Et ausi com la dame passoit|? par mi les dois s agenoille chascuns devant le saint vessel			Et ensi comme la damoisele passoit parmi lez rens sagenoilla chascuns deuant le saint uaissel	
4027|4028	et il|si fait ausi	⁊ mop parler	e bien seriades oy	Et aussi fist lancelot comme li autre faisoient	si produomo com egli è
4029	Maintenant furent les tables raemplies de touz les biax mengiers			Et maintenant furent lez tables ao raemplies de tous lez biaus mangiers	
4030	que l an savroit deviser			que len sauroit deuiser	
4031|4032	et li palais fu raempliz de|si bonnes oudors com se toutes les bonnes espices i fussent del monde espandues			Et li palais fu aemplis de boines odours aussi comme se toutes lez espisses del monde y fuissent espandues	
4033	Quant la damoisele fu une foiz alee par les dois			ouant la damoisele fu alee vne fois par deuant lez dois	
4034|4035	si s an torne droit a la chambre|dont ele estoit venue		mas si a dios pluguiese	si sen retorna droit en la cambre|dont elle estoit issue	
				Et quant elle sen fu alee	
4036	Quant ele s an fu alee li rois Pellés dist a Lancelot Certes sire je avoie molt grant paor			Li roys pelles dist a lancelot|Certes sire fet il ie oi moult grant paour	
4037	que la grace Nostre Seingnor ne fausist a cest cop tot ausi com ele fist avant ier			que la grace de nostre seignor ne vous fauslsist a cest endroit vous : aussi comme elle fist lautre iour a monsegnor Gauuain	
4038	quant mes sire Gauvain fu çaienz			quant il fu chaiens	
4039	— Biau sire fait Lanceloz il n est mie mestier			Sire fait lancelot il nest mie mestiers	
4040	que Nostre Sires			que nostre sires	
4041	qui tant est debonnaires soit toz jorz couroueiez a ses pecheors			qui si est deboinaires soit tous iors courocies a ses pecheours	
				quar malement lor iroit ANsi furent serui laiens par la grace de nostre seignor de tous lez biens	
				que cuers domme porroit deuiser	
4042	Quant li rois ot mengié par loisir			Et quant li roys ot mangie tout par loisir	
4043	si leverent les napes			si leuerent lez napes	
4044|4045	et li rois demande a Lancelot qu il li samble del riche vesse!|que la damoisele aporta		que cobrasen sus Riquezas Entonze lo tomo porla mano y fueronse a sentar envn estrado y el Rey dixo señor	Et li roys demande a lancelot quil li samble de cel riche vaissel|que la damoisele portoit	
4046	Il me samble fet il			Certes sire fait il moult est biaus|& riches	
4047	que de damoisele ne vi je onques			Et de la damoisele di iou|que onques	
				mais ne ui	
4048	si bele; de dame ne di je mie			si bele|Mais de dalpasoame ne di iou mie	
4049	Quant li rois entant ceste parole			Quant li roys entent cele parole	
4050	si pense tantost a ce qu il ot oï de la roine Genievre			si pense maintenant a ce quil auoit oi dire de la royne genieure	
4051	et bien croit			Et bien croit	
4052	que ce soit voirs			que che soit voirs ce	
4053	que l an li ot dit			que la dame li ot dit	
				Et cele auoit a non brisane	
4054	Si vient a Brisane la mestresse sa fille cele			?|et estoit maistresse a la bele pucele	
4055	qui devant avoit a lui parlé			qui la fille le roy estoit	
4056	et li conte ce qu il ot respondu de sa fille			quant li roys ot entendu le response|que lancelot li auoit fait	
				si nen dist plus aincois se lieue	
4057	Sire fait ele			& se part moult cortoisement de lui|Et sen vient a la dame	
4058|4059	iel disoie bien|Or m atandez l	Or uous diray fait la royne		qui estoit|mais tresse sa fille|Et li dist ce|que lancelot li auoit dit	
4060|4061	poi|et je irai a lui parler	que nous ferons		Et elle dist Sire iou le vous disoie bien|Ore matendes vn poi|& iou irai a lui parler	
4062	Ele vient a Lancelot	Esueillons le		Et elle sen uait a lancelot	
4063|4064	et li conmance a demander noveles del roi|et li dist teles com il les set de la roine	⁊ nous offrons toutes a sõ seruice		Et li commence a demander noueles del roy artus|Et il len dist noueles teles comme il lez sauoit	
4065|4066	Sire fait ele ce ne vos demant je mie qu il n a gueres|que je la vi sainne		como habedes nombre señor dixo el yo he nombre don lançarote del lago	De la royne sire faielle ne di iou mie quil na gaires|que iou le laissai saine	
4067|4068	et joieuse|Et il tressaut touz de joie	⁊ celle quil uoul dra retenir demeure aueclui		et haitie|Et il tressalt tous de ioie	
4069	quant il l oit parler ; se li demande ou ele la vit			quant il loy parler|Et il li demande ou il lar uit	
4070	Sire fait ele ci pres a Il			Sire fait elle iou la ui chi pres a	
				iij	
4071|4072	liues ou ele gerra anuit|— Dame fait il vos me gabez! —			lieues ou elle gerra anuit Dame fait il vous me gabes	
4073|4074	Si m aïst Diex fait ele no fas;|et por ce	Par dieu fist morg ain ainsi ne ferons r as		Si mait diex sire fait elle non fais|Et pour chou	per ciò
4075	que vos m en creoiz mielz venez o moi			que vous men crees de miex Venres: vous auec moi sil vous plaist	
4076|4077	et je la vos monsterrai|— Certes dame fait il volentiers			Et iou le vous mousterrai Certes fait il volentiers	
4078	Lors envoie querre ses armes			ors envoie querre ses armes	
