0	avoir trové. » 	Sire fait elle enuellopee |quil ne la pouoit cengnoistre pour pour ce 	0|1
857	si s’en part atant de lui 	Si se part atant de elle 	716
858	et il s’en vet droit vers le chastel de Floego, 	et sen ua uers le chasteau de florega 	717
859	si i vint a hore de prime. 	si y uint entour prime. 	718
860	Et il esgarde es pres defors la vile, 	et il regarde es prez hors la uille 	719
861	si voit molt grant gent entor le feu 	si y uist moult grant gent entour ung feu 	720
862	ou l’en devoit ardoir la suer Meleagan», 	ou len deuoit ardoir la seur de meleagant. 	721
863	et quant il aperçoit le feu, 	Quant il apperceust le feu 	722
864	si a poor de la damoisele.	si eut grant paour de la damoiselle. 	723
865|866	Lors broche le cheval |et vint errant cele part 	Lors frappe le cheual des esperons et uient celle part. 	724
867	tant		
868	com il puet del cheval traire. 		
869|870	Et quant il est venus jusque la, |si esgarde 	et quant il uoit la damoiselle 	725
871	et voit la damoisele 		
872	qui ja estoit amenee al feu 	qui ia estoit amenee au feu 	726
873	por destruire, 	pour destruire 	727
874	si estoit en pure sa chemise 	laquelle estoit en une poure chemise 	728
875	et le tenoient. VI. pautonier, trois d’une part et trois d’autre; 	et la tenoient six pautenniers. trois de une part et trois dautre: 	729
876	si n’atendoient a geter le el feu fors le commandement as juges, 	et ne actendent la iecter au feu fors le commandement du iuge 	730
877	et ele ploroit trop durement 	Et elle plouroit moult tendrement 	731
878	et regretoit Lancelot: « 	et regrettoit lancelot: en disant. 	732
879	Ha, gentilx chevaliers Lancelos,	Haa gentil homme lancelot 	733
880	kar pleust ore a nostre Salveor 	car pleust a dieu 	734
881|882	que vos seuissiés ceste novele, |si fuissiés pres de ci a demie lieue! 	que uous feussiez prez de cy a demy lieue 	735
883	Certes a l’aide de Dieu et de la vostre seroie je encore anuit rescosse malgré tos mes enemis. 	certes a laide de dieu ie seroie rescous |se malgre tous mes ennemis 	736|737
884	Mais vos ne le savés pas a, 		
885|886	si me covendra ore morir |por la vie 	si me conuendra mourir pour la uie 	738
887	que je vos sauvai emprés Dieu; 	que ie uous sauuay aprez dieu	739
888|889	mais certes il ne m’en poise pas tant |por moi 	mais certes dit elle il ne me poise pas tant pour moy 	740
890	com il fet por le coros 	comment il fait pour le courroust 	741
891	que vos en avrois, 	que uous aurez 	742
892	quant vos le savrois. 	quant uous le saurez 	743
893	Mais ce me reconforte molt 	mais ce me conforte 	744
894	que je sai bien 	que ie scay bien 	745
895	que les damoiseles gaaigneront tant en ma mort 	que les damoiselles gaigneront a ma mort	746
896	que jamés nule ne vos requerra d’aide 	car iamais nulles ne uous requerrent daide 	747
897	que vos li faillois	que uous ne les aidez 	748
898	tant com il vos remenbre de moi, 	tant |quil uous souuiengne de moy 	749|750
899|900	kar vostre cuers est si frans |qu’il ne puet estre sans trop grant merites rendre a totes celes 	car uren cueur est ainsi franc. 	751
901	qui de par moi se reclaiment: 		
902	si m’est avis 	Si mest auiz 	752
903	qu’il m’est molt miels a m’ame de morir 	quil mest mieulx a lame 	753
904	por loialté fere et por geter de prison si vaillant home comme vos 	pour loiaulle faire et pour ietter de peril ung si uaillant homme |comment uous/ 	754|755
905	que vos fuissiés mors par la desloialté de Meleagan 	que se uous feussies mort par la desloyaulte melleagant/ 	756
906	qui en prison vos avoit mis par traïson. » 	qui en prison uous auoit mis. 	757
907	Ensi disoit la damoisele molt tendrement plorant 	AInsi disoit la damoiselle menlt tendrement plourant. 	758
908|909	et lors vint Lancelos poignant cele part |ou il la vit: 	lors uient lancelot poignant celle part 	759
910	si dist a cels 	si dist a ceulx 	760
911	qui le tenoient: « Laissiés la damoisele! — 	qui tenoient la damoiselle/ lessies la damoiselle. 	761
912	Por quoi, sire, fet J. chevaliers armés 	pour quoy fait ung cheualier arme 	762
913|914	qui avant saut, le lairons nos ? — |Por ce, fet il, 	qui deuant estoit/ la lesrons ilz. pour ce fait il 	763
915	que vos n’avés droit en li por fere mal. — 	que uous naues nul droit a la faire mourir/	764
916	Si avons, fet cil, si grant 	si auons fait celuy asses grant 	765
917|918	que nos l’avons atainte de murdre |dont je l’apelai, 	car nous lauens actainte de meurdre donc ie lappeloie/ 	766
919	et ele s’en offri a deffendre, 	et elle sen offrit a deffendre 	767
920	mais ele ne trova onques 	mes elle ne trouua enques cheualier 	768
921|922	qui|por li en prist escu 	qui pour elle portast escu/ 	769
923	et ce n’est pas merveille,	et ce nest pas de merueille 	770
924	que chescuns set bien 	car chascun scait bien 	771
925	quele en a desloialment ovré. —	quelle a desloyaument ouure 	772
926	De quoi ? fet Lancelos. — De ce, fet il,	de quoy fait lancelot/ de oster lancelot de prison 	773
927|928	qu’ele delivra Lancelot |por Meleagan ocirre, son frere. —	pour occire melleagant son frere Adenc dit lancelot 	774
929	Se vos, fet Lancelos, osiés mostrer 	se uous uoullies dire 	775
930	qu’ele eust fet traïson ne murdre, je seroie pres del deffendre. — 	quelle aist fait traison ou meurdre ie suys prest de prouuer a lencontre.|Et pourtant aduises se deffendre le uoulles. 	776|777
931	Qui estes vos? fet cil. — Uns chevaliers sui, fet Lancelos, 	Qui estes uous fa⟦i⟧t celuy/ cheualier suys fait lancelot 	778
932	qui vieng ceste part 	qui uiens uers ceste part 	779
933	por ceste damoisele deffendre. — 	pour deffendre la damoiselle. 	780
934	Par foi, fet cil, 	Par ma foy 	781
935|936	se je voloie, il ne m’en covendroit ja combatre, |kar des ier en est ! ele atainte, 	se ie uoulloie il ne men conuendroit ia deffendre. 	782
937|938	puis|qu’ele ne pot trover 	car des hyer elle estoit attaincte 	783
939|940	qui la deffendist, |mais je sent ma querele a si loial et si droituriere 	puis quelle ne pouoit deffence trouuer/ mes ie sens ma droicture si loyalle 	784
941	qu’il n’a chevalier el monde vers 	quil n y a cheualier eu monde contre 	785
942	cui je ne l’osaise bien prover au ? grant droit 	qui ie ne losasses bien prouuer.	786
943|944	que je i ai. — En non Dieu, fet Lancelos, |or i parra, 	Eu nen dieu fait lancelot ie suys tout prest de la deffendre 	787
945	que je sui pres que je la desfende vers vos. — Voire, fet cil, par mon chief, 	uers uous/ uoire dist celuy/ |par mon chief	788|789
946	et vos en morrois comme traitres et desloials. » 	et uous en moures |comment traictre et desloyal/ 	790|791
947	Lors traient la damoisele loins del feu 	Lors est la damoiselle reculee du feu/ 	792
948|949	et li chevalier s’entreslongent li uns de l’autre, |si s’entrevienent 	et les cheualiers se eslongnent	793
950	si tost 	et puys uiennent lun contre laultre 	794
951	com li cheval pueent aler 	tant come cheuaulx peuent courre/ 	795
952	et s’entrefierent des glaives si durement 	et sentrefierent si durement 	796
953	qu’il les font voler en pieces;	que les lances uollent en pieces. 	797
954	puis s’entrehurtent si des cors et des visages 		
955	qu’il n’i a celui 		
956	qui tos ne soit estordis et desconreez. 		
957|958	Mais li chevaliers par est si estonés |qu’il ne se puet tenir en sele, 	mes le cheualier ne se peult tenir en la selle/ 	798
959	ains vole jus del cheval 	ains uolle ius du cheual/ 	799
960	et al parchaoir feri li quins del hialme en la terre, 	et au choir ferit le coing du feaulme a terre 	800
961|962	si|qu’a bien pou 	si que a pou	801
963	qu’il n’a le col brisié. 	quil na le col brisie. 	802
964|965	Et|quant Lancelos a fet son tour, 	Et quant lancelot le uoit	803
966	si descent, 	si descent a pie 	804
967|968	kar honte li seroit de requerre a cheval celui |qui est a pié; 	et tire son espee 	805
969|970	si trait l’espee |et cort sus a celui 	et court sus a celuy 	806
971	qui ja se relevoit, 	qui ia se releuoit/ 	807
972	si li done par mi le hialme tel cop 	si luy denne tel coup sur le chief 	808
973	qu’il le fet a terre flatir des paumes et des genols ; 	qui le fist flattir a terre des palmes et des genoulz 	809
974	puis recuevre I. autre cop et le fiert 	puis recouure ung autre coup et le fiert 	810
975	si qu’il le fet tot parchaoir et le prent par le hialme, 	si quil le fait parchoir/ apres le prent par le heaulme 	811
976	si le traine jusqu’al feu et le gete dedens. 	et le traine iusques au feu/ 	812
977	Et cil estoit si estordis et tant avoit perdue la force del cors 	si le iette dedens |et celuy estoit si estourdi	813|814
978	que relever ne se pot, 	quil ne se pouoit remuer 	815
979	si le covint remanoir el feu et morir en tel maniere. 	si luy conuient demourer au feu/ |et mourir en telle maniere. 	816|817
980	Et lors vienent avant cil 	Lors uiennent ceulx 	818
981	qui le champ gardoient, 	qui gardoient le champ 	819
982	si dient a Lancelot 	et dient a lancelot 	820
983	qu’il en a assés fet 	quil en a asses fait 	821
984	et li rendent la damoisele saine et haitiee, 	si luy rendent la damoiselle saine et haictiee	822
985	et il la fet vestir, 	et il a fait uestir 	823
986	puis li demande 	puis luy demande 	824
987|988	qu’ele velt |qu’il face mes. « Sire, fet ele, 	que elle ueult plus. Sire fait elle ie uueil 	825
989	que vos me menés a salveté a mon chastel. » 	que uous me mettes a sauuete en mon chastel/ 	826
990	Et il dist 	et il dist 	827
991	que volentiers: 	que	828
992	si le fet monter 	si fera il uoulentiers 	829
993	et le conduit jusqu’al chastel	sy la cenduit au chastel 	830
994|995	ou ele l’ot gardé maint jor. |Li chastials avoit non Galefort 	ou elle uoulloit aller. 	831
996|997	et seoit sor une petite riviere, |si estoit molt aaisiés de totes choses 	et ou elle lauoit garde maint iour	832
998	et fors a merveille, 	et auoit nen gallasfort/ 	833
999|1000	Et|quant Lancelos vint la, il ne fet pas a demander	Et quant lancelot uint la il ne feist mie a demander 	834
1001	se l’en li fist joie, 	se on luy fist grant chere. 	835
1002	kar cil del chastel savoient ja bien 	Car ceulx du chastel sauoient ia bien 	836
1003|1004	que lor dame estoit delivree par I. chevalier|qui o li venoit. 	comment leur dame estoit del iuree par ung cheualier 	837
1005|1006	Et quant il le virent, |si le reçurent a si grant joie 	qui auec elle uenoit sy le recheurent 	838
1007|1008	com se ce fust Damedieu meismes |et s’agenoillent tuit devant lui 	eomment sil eust este dieu et se agenoullerent deuant luy 	839
1009	et crioient a une vois tuit ensamble : « Sire, sor tos cels del monde soiés vos bien venus, 	et crioient tous a une uois. Sire sur tous ceulx du mende uous soyes le bien uenu 	840
1010|1011	qui nostre grant duel avés torné en grant joie !» |A tel feste ont laiens Lancelot receu 	quy nostre grant deul aues tourne en ioye. A telle feste ont leans lancelot receu. 	841
1012	et quant il ont la damoisele descendue devant son mestre palés, 	Et quant il eust cenuoiee la damoyselle iusques deuant son maistre pallais/ 	842
1013	si s’en volt aler maintenant, 	si sen ueult lancelot aller 	843
1014	kar il n’estoit mie encore plus de tierce. 		
1015|1016	Mais ele le prist al frain |et le fist descendre a fine force a 	mes elle le print au fraing et le fist demourer a forche/ 	844
1017|1018	et dist: « |Par Sainte Crois. vos ne m’eschaperois mie ensi. » 	et luy dist. Tresdoulx cheualier uous ne me eschapperes pas ainsy. 	845
1019	Lors le commande a desarmer et vaslet saillent avant 	Lors commande |quil soit desarme. 	846|847
		Et uarletz saillent 	848
1020	por fere son commandement a; 	pour faire son commandement 	849
1021	et tantost	et tantost	850
1022	com il ot son hialme osté 	quil eust son heaulme oste 	851
1023	et ele le conut,	si le cengneust bien 	852
1024	si li cort les bras tendus 	si luy sault les bras tenduz 	853
1025	et le volt baisier en la boche, 	et le uouloit baisier en la bouche 	854
1026	quant il li guenchist, 	quant il se destourna 	855
1027|1028	et ele li baise la face et le col et le menton, |puis	et elle luy baise le col/ 	856
1029	que autre chose n’em puet avoir ; 		
1030|1031	si plore de pitié |et li dist: « 	et puys pleure de pitie et dist/ Gentil cheualier 	857
1032	Ha, gentilx chevaliers, 		
1033|1034	tant vos avoie desirré a veoir |ains que je moreuisse! 	tant ie uous auoye desire a uoir 	858
1035|1036	Mais comment l’avez vos puis fet?, |Et il li dist : « Bien, Dieu merci. — 	auant que ie mourusse/ 	859
1037|1038	Et ceste part, fet ele, |comment venistes vos, 	et comment uenistes ceste part/ 	860
1039	qui avant ier vos en partistes ? —	car auant hyer uous en partistes. 	861
1040|1041	Par foi, fet il, une grant acheison. |m’i amena. »	Par ma foy fait il ung cheualier a unes armes uermeilles ma appelle de traison en la court du roy artus. 	862
1042|1043	Si li conte |comment. I. chevalier o unes armes vermeilles l’avoit apelé de traïson a la cort le roi Artu por la mort de Meleagan; 	pour la mort de melleag. 	863
1044	si l’en covient a deffendre en la cort le roi Baudemagu. « 	si men conuient a deffendre en la court du roy bademagus/	864
1045	Ha, fet ele, je sai bien 	Haa fait elle ie scay bien 	865
1046|1047	qui il est. |C’est Argodras li Ros et li chevaliers 	qui il est cest argorindes le roux/ et le cheualier 	866
1048	que vos avés hui ocis et ars estoit ses freres; 	que uous aues occy|et ars estoit son frere/ 	867|868
1049	si ne sai 	si ne scay 	869
1050	que vos puissiés fere, 	que puissies faire/ 	870
1051|1052	kar se mes peres set |que vos aiés ocis Meleagan, je criem 	car se mon pere scait 	871
1053|1054	qu’il ne vos face ocirre |por le grant duel 	que uous aies occis melleagant ie crains 	872
1055	qu’il avra des noveles. — 	quil ne uous fache occire. 	873
1056|1057	Coment ? fet Lancelos, |nel set il mie encore ? — 	comment fait lancelot. ne scait il pas encore 	874
1058	Certes, sire, nenil; 	qui se a fait.|se maist dieux nennil fait elle 	875|876
1059	si est Meleagans en cest païs aportés plus a de XV. jors 	Si est melleagant apporte en ce pays .xu. iours a passes/ 	877
1060	et est el chastel des Illl. Pierres 	et est au chastel des quatre pierres. 	878
1061	et le gardent iluec si celeement 	Et le gardent illec |si celleement	879|880
1062|1063	que li rois n’en set encore riens: |si en covendra esploitier al plus sagement 	que se roy nen scait encores riens: mes dictes moy	881
1064	que vos porrois. 		
1065	Mes a quant est li jors	a quant est le iour 	882
1066	que vos vos en devés deffendre? » 	que uous uous deuez deffendre.	883
1067	Et il dist	Et il dit 	884
1068	que c’est le jor de la Magdalaine. « 	que cest au iour de la magdalaine.	885
1069	Or vos en conseut Diex, fet ele. 	Or uous conseille dieu fait elle: 	886
1070	kar j’ai grant poor 	car iay grant paour	887
1071|1072	que Argodras ne vos face anui par traïson. — De ce, fet il, n’aiés ja garde! Tot son pooir en face,|que je n’en avrai ja poor. » 	que agarindes ne uous face auoir quel que trayson. De ce fait il naiez ia paour. 	888
1073	Assés parlerent cele nuit de maintes choses 	Assez parlent celle nuit de plusieurs choses 	889
1074|1075	a |et molt firent cil del chastel grant joie de lor dame 	et menlt firent ceulx du chasteau grant feste de lui et de leur dame 	890
1076|1077	qu’il cuidoient avoir perdue, |et or l’ont saine et haîtie 	quilz cuidoient auoir perdue. 	891
1078	Et al matin,	Et au matin 	892
1079|1080	si tost |com li jors parut cler, 	si tost comment le iour apparut	893
1081	se leva Lancelos	se leua lancelot 	894
1082|1083	et se parti de la damoisele, |quant il fu armés;	et print congie de la damoiselle. 	895
1084	et ele le commande molt a Dieu 	Et elle le commanda a dieu 	896
1085	et li pria	et lui pria 	897
1086|1087	qu’il s’en revenist |par li al repairier; 	quil reuenist par elle au repairier. 	898
1088	et il dist	Et il dit 	899
1089	que si feroit il, 		
1090|1091	s’il pooit. |Si se remet en son chemin 	que si feroit il sil pouoit. Il se met en son chemin 	900
1092	et eirre tot le jor jusqu’al vespre et lors aproche d’une riviere 	et erre iusques au soir. |Lors approuche de une riuiere 	901|902
1093	que l’en apeloit Aglonde, 	que len appelloit aglondes/ 	903
1094	si en estoit l’eve molt parfonde et molt noire. 		
1095	Et quant il vint pres de l’eve, 		
1096	si vit trois paveillons tendus pres de la rive; 	si uoit trois paueillons tendus pres de la riuiere. 	904
1097	si en estoit li uns grans et bials et li autre dui estoient moien. 	si en estoit ung grant et blanc et les autres deux estoient noirs. 	905
1098	Et lors issi del greignor paveillon I. chevaliers tos desarmés 	Et lors issist dun paueillen ung cheualier tout arme 	906
1099	qui li dist 	qui lui dist 	907
1100	que bien soit il venus, 	que bien soit il uenu. 	908
1101|1102	et il li rent maintenant son salu. « |Ha, sire, fet il, vos me samblés chevaliers errans 	Et il lui rent son salut. Beau sire uous semblez cheualier errant: 	909
1103	et je aim tos cels 	et iayme tous ceulx 	910
1104	qui en tel mestier usent lor vie, 	qui en telle maniere usent leur uie: 	911
1105|1106	kar je meismes sui chevaliers errans |et por ce vos vueil je proier 	car moy mesmes suis cheualier errant. 	912
1107	que vos herbergiés anuit mes o moi; 		
1108|1109	kar se vos passés avant de ci, vos ne troverois |se forest non, 	Et pour ce 	913
1110|1111	si salvages|que vos i porrois tost desvoier. 	quil est temps de se hebergier uous censeille ie 	914
1112	Et il est bien tens de herbergier, 		
1113|1114	ce veés vos bien : |por ce vos lo 	que uous demour⟦e⟧z/ 	915
1115|1116	que vos remanois et vos avrois ostel bel|et buen tot a vostre voloir. — 	et uous aurez hostel tout a uostre uoulente. Beau sire fait lancelot ie demoureray	916
1117	Bials sire, fet Lancelos, 		
1118|1119	puis qu’il vos plest, je remaindrai |et por vostre proiere et por ce 	puis quil uous plaist. 	917
1120	que vos dites 	et que uous dictes 	918
1121	que vos estes chevaliers errans. a, 	que uous estes cheualier errant. 	919
1122	Lors descent et vaslés saillent des autres paveillons, 	Lors descent de son cheual/ |et uarletz saillent des autres paueillens 	920|921
1123	si le desarment 	si le desarment 	922
1124	et li aportent I. mantel de samit legier a afubler por le chaut 	et lui apportent ung manteau de samit |pour affubler pour le chault 	923|924
1125	qui grans estoit ; 	qui grant estoit. 	925
1126|1127	si le mainent el grant paveillon avec l’autre chevalier. |Et lors parlerent ensamble 	Si le mainent au grant paueillon. lui et le cheualier sentreacointerent 	926
1128|1129	et s’entracointierent |et demanda li uns a l’autre de son estre ». Li chevaliers enquiert a Lancelot 	et demanda lun a lautre 	927
1130	dont il vient 	dont ilz estoient: 	928
1131|1132	et ou il vet et|quele aventure le maine si sol, 	et quelle auanture le menoit si seul. 	929
1133	et il li conte une partie de son estre 	Et il lui compte de son estre une partie 	930
1134	et autre l’en çoile e;	et lautre lui en celle: 	931
1135	et totes voies li dist 	et toutesfois dit il 	932
1136|1137	que en la cort al roi Baudemagu voldroit estre |por soi deffendre vers un chevalier	que en la court du roy bademagus uouldroit il estre pour ung cheualier 	933
1138	qui l’a apelé de traïson. 	qui lauoit appelle de trayson. 	934
1139|1140	En ce |qu’il parloient ensi, orent li escuier mise la table, 	Et ainsi qu ilz parloient len mist les tables. ilz lauent leurs mains 	935
1141|1142	si vont laver; |si s’asiet Lancelos et li chevaliers et une damoisele 	et puis se assient le cheualier et lancelot: 	936
1143	qui molt ert bele 	et une damoiselle moult belle/	937
1144	et estoit amie al seignor de laiens; 	laquelle estoit amie au cheualier de leans. 	938
1145	si mengierent tuit troi ensamble. mes cele 	Si mengerent tous trois ensemble: |mais celle 	939|940
1146|1147	qui Lancelot esgarde ne se puet saoler de lui veoir, |Kar tant li samble bials 	qui lancelot regarde laisse le boire et le mengier pour la grant beaute 	941
1148|1149	qu’ele ne prisa onques mes bialté d’ome envers cesti : |si l’esgarde si viselment 	que elle uoit en lui/ 	942
1150|1151	que tot en laisse le mengier |n’a autre chose n’entent. fors a lui remirer. 	si que a autre chose ne entent. 	943
1152	Si ont li escuier osté le premier mes de sor la table 	si ont les escuiers oste le premier mes 	944
1153	c’onques la damoisele n’en tasta, 	que encques la damoiselle nen tasta 	945
1154	ains pensa totes voies.	ains pensa a lancelot: 	946
1155	Et en cel pensé li descent el cuer une si grant amor 	et en celle pensee lui descendoit une telle amour au cueur 	947
1156	qu’ele aime Lancelot outre ce 	que elle ayma lancelot oultre 	948
1157	que feme n’ama mes home; 	que femme ne ayma oncques homme. 	949
1158	si li est avis 	Si lui est auiz 	950
1159	que s’il l’amoit 	que sil laymoit 	951
1160	qu'ele seroit beneuree. 	quelle seroit trop eureuse.	952
1161	Mais ci endroit n’em parole plus li contes, kar ça avant le devisera 	Mais cy endroit |plus nen parle le compte 	953|954
1162	et comment ele l’ama merveillosement	car cy aprez le uous deuisera 	955
1163|1164	et comment ele le proia et la merveille |que ses amis en fist, 	et comment elle layma merueilleusement. 	956
1165|1166	quant il sot |qu’ele l’amoit, 	et	957
1167|1168	et comment cele morut |por ce 	comment elle mourut pource 	958
1169	qu’il la refusa, 	quil la refusa 	959
1170|1171	tot ce vos trespassera li contes ci endroit |por deviser une aventure 	Comment lancelot rescouist le frere du cheualier 	960
1172	qu’il lor avint el paveillon 	qui lauoit logie. 	961
1173	ou il estoient. 	Et comment il se deffendist centre argondes. 	962
1174	Ci dist li contes 	et puis alla a la douloureuse tour faire enterrer le corps de galle .iiii.xx.xu. LE compte dit 	963
1175|1176	que, |quant il orent le secont mes eu, es vos un chevalier armé d’unes armes vermeilles 	que quant ilz eurent eu le second mes uecy ung cheualier arme de armes uermeilles courant 	964
1177|1178	qui vint corant par devant le paveillon o grant compaignie de chevaliers. |Et cil as armes vermeilles 	par deuant le paueillon a grant compaignie de cheualiers 	965
1179	qui devant venoit entre el paveillon a et voit. I. escuier 	et il entra au paueillon |et uist ung escuier 	966|967
1180	qui servoit a la table,	qui seruoit a la table	968
1181|1182	si estoit freres al chevalier de laiens. |Et il cort maintenant cele part, 	qui estoit frere au cheualier de leans. Il le prent par les espaulles 	969
1183	si le prent par les espaules et le lieve devant lui sor l’arçon de la sele, 	et le met deuant lui es arcons de sa selle 	970
1184|1185	si|s’en torne a tot. 	si sen ua atout. 	971
1186	Et quant cil del paveillon voit ce. 	Et quant celui du paueillon uoit ce 	972
1187	si crie a Lancelot: « 	si crie a lancelot. 	973
1188	Ha, bials sire, je sui mors, 	Haa sire ie suis mort 	974
1189	se cil enporte ensi mon frere, 	se celui emporte mon frere/ 	975
1190	kar il l’ocirra, 	car il loccira 	976
1191	s’il n’est secors: 	sil nest secouru 	977
1192	si vos pri por Dieu 	Si uous prie pour dieu 	978
1193	que vos i metés paine. » 	que uous mettez paine a le secourir 	979
1194	Et Lancelos saut de la table 	Et lancelot sault hors de la table 	980
1195	et demande ses armes, 	et demande ses armes, 	981
1196	et I. escuiers vint avant,	et ung escuier uint a lui 	982
1197	si li dist : « 	et lui dist. 	983
1198	Par foi, sire, vos armes	Par ma foy sire uoz armes emportent il. 	984
1199	et vostre cheval enmainent il ! — Voire, fet il. par mon chief, ja por ce ne remaindra 	Par mon chief |pour ce ne ne demourra il pas 	985|986
1200	que je nes sieve.» 	que ie ne le suiue. 	987
1201|1202	Lors vient fors del paveillon |et li chevaliers o lui 	Et lors sault hors du paueillen et le cheualier auec lui Ilz regardent ceulx 	988
1203	et il esgarde cels 		
1204	qui s’en vont	qui sen uont 	989
1205|1206	qui ja avoient passé l’eve par J. pont de fust;|et Lancelos demande al chevalier 	qui auoient ia passe leaue par ung pont de fust. Lancelot demande au cheualier	990
1207	s’il remaindra. « Sire, fet il, nenil, 	sil demourra. Sire fait il nenny 	991
1208	ains vos ferai compaignie 	ains uous feray compaignie	992
1209	tant que nos aions trové 	tant que uous aiez trouue 	993
1210	qui armes vos baut. » 	qui armes uous baillera. 	994
1211|1212	Lors acueillent lor voie tot a pié |et vienent au pont, 	Lois uiennent au pent tout a pie 	995
1213|1214	si passent outre|et s’adrecent a I. tertre 	et passent oultre et se adrecent a ung terte 	996
1215|1216	par ou li chevalier |s’en vont; 	par ou les cheualiers uont.	997
1217	si n’ont gaires alé 	Si ne ont gaires alle 	998
1218|1219	quant il encontrent I. chevalier armé d’unes armes noires |qui venoit al pont par I. chemin de travers. 	quant ilz encontrent ung cheualier arme dunes armes noires 	999
1220|1221	Et quant il voit Lancelot, |si s’areste	Quant il uist lancelot il se arresta pource 	1000
1222|1223	por ce |que bien le conoissoit, 	qu il le congnoissoit bien 	1001
1224	si li demande ou il vet ensi a pié tos desammés. « 	et lui demanda|ou il alloit ainsi a pie tout desarme. 	1002|1003
1225	Qui estes vos, sire chevaliers, fet Lancelos, 	Quest ce fait lancelot demandez uous 	1004
1226	qui me demandés ou je vois ? — Je sui, fet il, I. chevaliers d’estrange païs, 	ou ie uois. |Oy sire 	1005|1006
		si suis ung cheualier destrange pais 	1007
1227|1228	mais molt me merveil de ce |que je vos voi ensi aler. » 	qui moult me merueille de uous uoir aller ainsi. 	1008
1229	Et Lancelos li conte 	Et lancelot lui compte 	1009
1230	comment il estoit herbergiés 	comment il estoit hebergie: 	1010
1231	et comment I. chevaliers vint laiens 	et comment ung cheualier uint la 	1011
1232	ou il menjoit, 	ou il mengoit 	1012
1233	qui prist a force I. vaslet et le mist sor le col de son cheval. « 	qui print a force ung uarlet et le mist sur le col de son cheual. 	1013
1234	Et encore m’a il plus meffet, fet Lancelos, 	Et encores y a il plus fait lancelot 	1014
1235	kar cil 	car ceulx 	1015
1236	qui avec lui vindrent enporterent mes armes 	qui auec luy sont emportent mes armes 	1016
1237	et enmenerent mon cheval. —	et emmainent mon cheual/ 	1017
1238|1239	Quel guerredon, fet cil, |porroie je atendre de vos, 	quel guerdon fait celuy pouroie ie auoir 	1018
1240	se je por vos me desarmoie 	de uous |se ie me desarmoye	1019|1020
1241	et vos bailloie mes armes et mon cheval ? — 	et uous bailloie mes armes et mon cheual/ 	1021
1242	Certes, fet Lancelos, tel com vos deviseriés. — 	certes fait lancelot: |tel comme uous deuiseres/ 	1022|1023
1243	Se vos, fet il, el premier lieu	se fait il au premier lieu 	1024
1244|1245	ou je vos troverai armé, |por que je soie desarmés, me creantés a doner vos armes » Ie vos bailleroie les moies. — 	ou ie uous trouueray arme me promettes a bailler uos armes ie uous bailleray les miennes 	1025
1246	Certes, fet Lancelos, 	Certes fait lancelot	1026
1247|1248	si ferai je, |por	si feray ie pourtant 	1027
1249	que vos ne me truisiés combatant. » 	que uous ne me trouues combatant/	1028
1250	Et cil descent maintenant, 	et celuy deschent maintenant 	1029
1251	si se desarme 	sy se desarme 	1030
1252	et baille a Lancelot tot son hernois, 	et baille tout son harnois a lancelot 	1031
1253	et il s’en appareille 	et il sen appareille 	1032
1254|1255	et monte en son cheval, |puis dist a son oste 	et mente sus le cheual 	1033
1256|1257	qu’il s’en retort; Imes il dist |que non fera. « 	et fait retourner son hoste 	1034
1258|1259	Si ferois, fet Lancelos|a lar je conoistrai bien les armes a celui 	et prent congie de luy. lancelot print son chemin apres ceulx 	1035
1260	que je vois 		
1261	querant en quelque lieu je les truisse. 		
1262	Et cil dist, 		
1263	puis qu’il velt, 		
1264|1265	s’en retornera: |si s’en vet	qui sen uont 	1036
1266	et enmaine o lui le chevalier 		
1267|1268	qui molt est liés de ce |que Lancelos li doit I. guerredon. 	tant 	1037
1269	Et Lancelos aquelt son chemin aprés cels 		
1270|1271	que ? il sieut tant|qu’il est venus el tertre en haut 	quil est uenu eu tertre en hault/	1038
1272|1273	et lors voit devant lui la forest |que l’en apele la forest des Trois Perilx, 	et lors uoit deuant luy la forest des trois perilz	1039
1274|1275	et ce |por quoi ele fu ensi apelee devisera bien li contes ça avant. 	et ce pour quoy elle est ainsy appellee deuisera bien le compte cy en auant. 	1040
1276	Quant il fu amont el tertre, 	QUant il fust amonlt eu tertre 	1041
1277	si esgarde devant lui, 	si regarde deuant luy 	1042
1278|1279	mais il ne voit nul de cels |que il queroit, 	et suyst les pas des cheuaulx 	1043
1280	kar il s’estoient ja ferus en la forest. 	tant quil uint a lentree de la forest/ 	1044
1281|1282	Et totes voies sieut il les esclos des chevals |tant que il vient a l’entree de la forest; 	et	1045
1283|1284	et lors encontre une damoisele tote chenue|qui chevalchoit molt cointement 	lors encentra une damoiselle toute chanue 	1046
1285	et estoit tote deslie, ses treces par ses espaules comme pucele 	qui cheuauchoit menlt coinctement toute descheuelee/ ses tresches entre ses espaulles |comment une pucelle	1047|1048
1286|1287	et avoit en son chief l. chapel de roses, |kar c’estoit entor la Saint Johan. Il le salue 	et auoit sur son chief ung chapiau de roses/ il la sallue 	1049
1288	et ele li dist 	et elle luy dist 	1050
1289	que bone aventure li doinst Diex. « Damoisele, fet il, 	que bonne aduanture luy dennast dieu damoiselle fait il aues uous point ueu passer par cy ung cheualier a unes armes uermeilles. 	1051
1290	me savriés vos a dire 	Eu nom dieu fait elle 	1052
