1094|1095	que vos n’avés droit en li por fere mal|—	que uous naues nul droit a la faire mourir	740
1096|1097	Si avons|fet cil	si auons fait celuy asses grant	741
1098|1099	si grant|que nos l’avons atainte de murdre	car nous lauens actainte de meurdre	742
1100	dont je l’apelai	donc ie lappeloie	743
1101|1102	et ele s’en offri a deffendre|mais ele ne trova onques	et elle sen offrit a deffendre mes elle ne trouua enques cheualier	744
1103	qui por li en prist escu	qui pour elle portast escu	745
1104	et ce n’est pas merveille	et ce nest pas de merueille	746
1105|1106	que chescuns set bien quele en a desloialment ovré|— De quoi	car chascun scait bien quelle a desloyaument ouure de quoy fait lancelot de oster lancelot de prison	747
1107	fet Lancelos		
1108	— De ce		
1109|1110	fet il|qu’ele delivra Lancelot por Meleagan ocirre	pour occire melleagant son frere Adenc dit lancelot se uous uoullies dire quelle aist fait traison ou meurdre ie suys prest de prouuer a lencontre	748
1111|1112	son frere|— Se vos	Et pourtant aduises se deffendre le uoulles	749
1113|1114	fet Lancelos|osiés mostrer qu’ele eust fet traïson ne murdre	Qui estes uous fa⟦i⟧t celuy cheualier suys fait lancelot	750
1115	je seroie pres del deffendre		
1116	—		
1117|1118	Qui estes vos|fet cil	qui uiens uers ceste part	751
1119|1120	— Uns chevaliers sui|fet Lancelos	pour deffendre la damoiselle	752
1121|1122	qui vieng ceste part por ceste damoisele deffendre|— Par foi	Par ma foy se ie uoulloie il ne men conuendroit ia deffendre	753
1123|1124	fet cil|se je voloie	car des hyer elle estoit attaincte	754
1125	il ne m’en covendroit ja combatre		
1126	kar des ier en est ! ele atainte		
1127|1128	puis qu’ele ne pot trover|qui la deffendist	puis quelle ne pouoit deffence trouuer mes ie sens ma droicture	755
1129	mais je sent ma querele a		
1130|1131	si loial|et si droituriere qu’il n’a chevalier el monde vers cui je ne l’osaise bien prover au	si loyalle quil n y a cheualier eu monde contre	756
1132	grant droit		
1133|1134	que je i ai|— En non Dieu	qui ie ne losasses bien prouuer	757
1135	fet Lancelos		
1136|1137	or i parra|que je sui pres	Eu nen dieu fait lancelot ie suys tout prest de la deffendre uers uous uoire dist celuy par mon chief	758
1138|1139	que je la desfende vers vos|— Voire	et uous en moures	759
1140|1141	fet cil|par mon chief	comment traictre	760
1142	et vos en morrois comme traitres		
1143|1144	et desloials|Lors traient la damoisele loins del feu	et desloyal Lors est la damoiselle reculee du feu	761
1145|1146	et li chevalier s’entreslongent li uns de l’autre|si s’entrevienent	et les cheualiers se eslongnent	762
1147|1148	si tost com li cheval pueent aler|et s’entrefierent des glaives	et puys uiennent lun contre laultre tant come cheuaulx peuent courre	763
1149|1150	si durement qu’il les font voler en pieces;|puis s’entrehurtent	et sentrefierent	764
1151|1152	si des cors|et des visages qu’il n’i a celui	si durement	765
1153|1154	qui tos ne soit estordis|et desconreez	que les lances uollent en pieces	766
1155|1156	Mais li chevaliers par est|si estonés qu’il ne se puet tenir en sele	mes le cheualier ne se peult tenir en la selle ains uolle ius du cheual	767
1157	ains vole jus del cheval		
1158	et al parchaoir feri li quins del hialme en la terre	et au choir ferit le coing du feaulme a terre	768
1159	si qu’a bien pou qu’il n’a le col brisié	si que a pou quil na le col brisie	769
1160	Et quant Lancelos a fet son tour	Et quant lancelot le uoit	770
1161	si descent	si descent a pie	771
1162|1163	kar honte li seroit de requerre a cheval celui|qui est a pié;	et tire son espee	772
1164|1165	si trait l’espee|et cort sus a celui	et court sus a celuy	773
1166	qui ja se relevoit	qui ia se releuoit	774
1167	si li done par mi le hialme tel cop qu’il le fet a terre flatir des paumes	si luy denne tel coup sur le chief|qui le fist flattir a terre des palmes	775|776
1168	et des genols ;	et des genoulz	777
1169|1170	puis recuevre I|autre cop	puis recouure ung autre coup	778
1171	et le fiert	et le fiert	779
1172|1173	si qu’il le fet tot parchaoir|et le prent par le hialme	si quil le fait parchoir apres le prent par le heaulme	780
1174|1175	si le traine jusqu’al feu|et le gete dedens	et le traine iusques au feu	781
1176|1177	Et cil estoit|si estordis	si le iette dedens	782
1178	et tant avoit perdue la force del cors	et celuy estoit	783
1179	que relever ne se pot	si estourdi quil ne se pouoit remuer	784
1180	si le covint remanoir el feu	si luy conuient demourer au feu	785
1181	et morir en tel maniere	et mourir en telle maniere	786
1182	Et lors vienent avant cil	Lors uiennent ceulx	787
1183	qui le champ gardoient	qui gardoient le champ	788
1184	si dient a Lancelot qu’il en a assés fet	et dient a lancelot quil en a asses fait	789
1185	et li rendent la damoisele saine	si luy rendent la damoiselle saine	790
1186	et haitiee	et haictiee	791
1187	et il la fet vestir	et il a fait uestir	792
1188	puis li demande qu’ele velt qu’il face mes	puis luy demande|que elle ueult plus	793|794
1189|1190	Sire|fet ele	Sire fait elle ie uueil	795
1191	que vos me menés a salveté a mon chastel	que uous me mettes a sauuete en mon chastel	796
1192	Et il dist	et il dist	797
1193	que volentiers:		
1194|1195	si le fet monter|et le conduit jusqu’al chastel ou ele l’ot gardé maint jor	que si fera il uoulentiers sy la cenduit au chastel ou elle uoulloit aller	798
1196	Li chastials avoit non Galefort		
1197|1198	et seoit sor une petite riviere|si estoit molt aaisiés de totes choses	et ou elle lauoit garde maint iour	799
1199	et fors a merveille	et auoit nen gallasfort	800
1200|1201	Et quant Lancelos vint la|il ne fet pas a demander se l’en li fist joie	Et quant lancelot uint la il ne feist mie a demander se on luy fist grant chere	801
1202	kar cil del chastel savoient ja bien	Car ceulx du chastel sauoient ia bien	802
1203|1204	que lor dame estoit delivree par I|chevalier	comment leur dame estoit del iuree par ung cheualier	803
1205|1206	qui o li venoit|Et quant il le virent	qui auec elle uenoit sy le recheurent eomment sil eust este dieu	804
1207|1208	si le reçurent a|si grant joie com se ce fust Damedieu meismes	et se agenoullerent deuant luy	805
1209	et s’agenoillent tuit devant lui	et crioient tous a une uois	806
1210|1211	et crioient a une vois tuit ensamble Sire|sor tos cels del monde soiés vos bien venus	Sire sur tous ceulx du mende uous soyes le bien uenu quy nostre grant deul aues tourne en ioye	807
1212	qui nostre grant duel avés torné en grant joie A tel feste ont laiens Lancelot receu	A telle feste ont leans lancelot receu	808
1213|1214	et quant il ont la damoisele descendue devant son mestre palés|si s’en volt aler maintenant	Et quant il eust cenuoiee la damoyselle iusques deuant son maistre pallais	809
1215|1216	kar il n’estoit mie encore plus de tierce|Mais ele le prist al frain	si sen ueult lancelot aller mes elle le print au fraing	810
1217	et le fist descendre a fine force a	et le fist demourer a forche|et luy dist	811|812
1218|1219	et dist Par Sainte Crois|vos ne m’eschaperois mie ensi	Tresdoulx cheualier uous ne me eschapperes pas ainsy	813
1220	Lors le commande a desarmer	Lors commande quil soit desarme	814
1221	et vaslet saillent avant por fere son commandement a;	Et uarletz saillent|pour faire son commandement	815|816
1222	et tantost com il ot son hialme osté	et tantost quil eust son heaulme oste	817
1223	et ele le conut	si le cengneust bien	818
1224	si li cort les bras tendus	si luy sault les bras tenduz	819
1225	et le volt baisier en la boche	et le uouloit baisier en la bouche	820
1226	quant il li guenchist	quant il se destourna	821
1227|1228	et ele li baise la face|et le col	et elle luy baise le col	822
1229	et le menton		
1230	puis que autre chose n’em puet avoir ;		
1231|1232	si plore de pitié|et li dist Ha	et puys pleure de pitie	823
1233|1234	gentilx chevaliers|tant vos avoie desirré a veoir ains	et dist Gentil cheualier tant ie uous auoye desire a uoir auant	824
1235	que je moreuisse!	que ie mourusse	825
1236|1237	Mais comment l’avez vos|puis fet	et comment uenistes ceste part	826
1238	Et il li dist Bien		
1239	Dieu merci		
1240	—		
1241	Et ceste part		
1242	fet ele		
1243|1244	comment venistes vos|qui avant ier vos en partistes	car auant hyer uous en partistes	827
1245	— Par foi		
1246	fet il		
1247|1248	une grant acheison|m’i amena	Par ma foy fait il ung cheualier a unes armes uermeilles ma appelle de traison en la court du roy artus	828
1249	Si li conte comment		
1250|1251	I|chevalier o unes armes vermeilles l’avoit apelé de traïson a la cort le roi Artu por la mort de Meleagan;	pour la mort de melleag	829
1252|1253	si l’en covient a deffendre en la cort le roi Baudemagu|Ha	si men conuient a deffendre en la court du roy bademagus Haa fait elle ie scay bien	830
1254	fet ele		
1255	je sai bien		
1256|1257	qui il est|C’est Argodras li Ros	qui il est cest argorindes le roux	831
1258	et li chevaliers	et le cheualier	832
1259	que vos avés hui ocis	que uous aues occy	833
1260	et ars estoit ses freres;	et ars estoit son frere	834
1261	si ne sai	si ne scay	835
1262	que vos puissiés fere	que puissies faire	836
1263	kar se mes peres set	car se mon pere scait	837
1264|1265	que vos aiés ocis Meleagan|je criem qu’il ne vos face ocirre por le grant duel qu’il avra des noveles	que uous aies occis melleagant ie crains quil ne uous fache occire	838
1266|1267	— Coment|fet Lancelos	comment fait lancelot	839
1268	nel set il mie encore	ne scait il pas encore	840
1269	— Certes	qui se a fait	841
1270|1271	sire|nenil;	se maist dieux nennil fait elle	842
1272	si est Meleagans en cest païs aportés plus a de XV	Si est melleagant apporte en ce pays	843
1273	jors	xu|iours a passes	844|845
1274|1275	et est el chastel des Illl|Pierres	et est au chastel des quatre pierres	846
1276	et le gardent iluec	Et le gardent illec	847
1277	si celeement	si celleement	848
1278|1279	que li rois n’en set encore riens:|si en covendra esploitier al plus sagement	que se roy nen scait encores riens: mes dictes moy a	849
1280	que vos porrois		
1281	Mes a		
1282	quant est li jors	quant est le iour	850
1283	que vos vos en devés deffendre	que uous uous deuez deffendre	851
1284	Et il dist	Et il dit	852
1285	que c’est le jor de la Magdalaine	que cest au iour de la magdalaine	853
1286|1287	Or vos en conseut Diex|fet ele	Or uous conseille dieu fait elle:	854
1288	kar j’ai grant poor	car iay grant paour	855
1289	que Argodras ne vos face anui par traïson	que agarindes ne uous face auoir	856
1290|1291	— De ce|fet il	quel que trayson	857
1292|1293	n’aiés ja garde! Tot son pooir en face|que je n’en avrai ja poor	De ce fait il naiez ia paour	858
1294	Assés parlerent cele nuit de maintes choses a	Assez parlent celle nuit de plusieurs choses	859
1295	et molt firent cil del chastel grant joie de lor dame qu’il cuidoient avoir perdue	et menlt firent ceulx du chasteau grant feste de lui|et de leur dame quilz cuidoient auoir perdue	860|861
1296	et or l’ont saine	Et au matin	862
1297	et haîtie	si tost	863
1298	Et al matin		
1299|1300	si tost com li jors parut cler|se leva Lancelos	comment le iour apparut se leua lancelot	864
1301|1302	et se parti de la damoisele|quant il fu armés;	et print congie de la damoiselle	865
1303	et ele le commande molt a Dieu	Et elle le commanda a dieu	866
1304	et li pria qu’il s’en revenist par li al repairier;	et lui pria quil reuenist par elle au repairier	867
1305	et il dist	Et il dit	868
1306|1307	que si feroit il|s’il pooit	que si feroit il sil pouoit	869
1308	Si se remet en son chemin	Il se met en son chemin	870
1309	et eirre tot le jor jusqu’al vespre	et erre iusques au soir	871
1310	et lors aproche d’une riviere	Lors approuche de une riuiere	872
1311	que l’en apeloit Aglonde	que len appelloit aglondes	873
1312	si en estoit l’eve molt parfonde		
1313	et molt noire		
1314|1315	Et quant il vint pres de l’eve|si vit trois paveillons tendus pres de la rive;	si uoit trois paueillons tendus pres de la riuiere	874
1316	si en estoit li uns grans	si en estoit ung grant	875
1317	et bials	et blanc	876
1318	et li autre dui estoient moien	et les autres deux estoient noirs	877
1319|1320	Et lors issi del greignor paveillon I|chevaliers tos desarmés	Et lors issist dun paueillen ung cheualier tout arme	878
1321	qui li dist	qui lui dist	879
1322	que bien soit il venus	que bien soit il uenu	880
1323|1324	et il li rent maintenant son salu|Ha	Et il lui rent son salut	881
1325	sire		
1326|1327	fet il|vos me samblés chevaliers errans	Beau sire uous semblez cheualier errant:	882
1328	et je aim tos cels	et iayme tous ceulx	883
1329|1330	qui en tel mestier usent lor vie|kar je meismes sui chevaliers errans	qui en telle maniere usent leur uie:	884
1331	et por ce vos vueil je proier		
1332	que vos herbergiés anuit mes o moi;		
1333	kar se vos passés avant de ci		
1334	vos ne troverois se forest non		
1335|1336	si salvages|que vos i porrois tost desvoier	car moy mesmes suis cheualier errant	885
1337|1338	Et il est bien tens de herbergier|ce veés vos bien : por ce vos lo	Et pour ce quil est temps de se hebergier uous censeille ie	886
1339	que vos remanois	que uous demour⟦e⟧z	887
1340|1341	et vos avrois ostel bel|et buen tot a vostre voloir	et uous aurez hostel tout a uostre uoulente	888
1342|1343	— Bials sire|fet Lancelos	Beau sire fait lancelot ie demoureray	889
1344|1345	puis qu’il vos plest|je remaindrai	puis quil uous plaist	890
1346	et por vostre proiere		
1347|1348	et|por ce que vos dites	et que uous dictes	891
1349|1350	que vos estes chevaliers errans|a	que uous estes cheualier errant	892
1351	Lors descent	Lors descent de son cheual	893
1352	et vaslés saillent des autres paveillons	et uarletz saillent des autres paueillens	894
1353	si le desarment	si le desarment	895
1354	et li aportent I	et lui apportent ung manteau de samit	896
1355	mantel de samit legier a afubler por le chaut	pour affubler|pour le chault	897|898
1356	qui grans estoit ;	qui grant estoit	899
1357	si le mainent el grant paveillon avec l’autre chevalier	Si le mainent au grant paueillon|lui	900|901
1358|1359	Et lors parlerent ensamble|et s’entracointierent	et le cheualier sentreacointerent	902
1360|1361	et demanda li uns a l’autre de son estre|Li chevaliers enquiert a Lancelot	et demanda lun a lautre	903
1362	dont il vient	dont ilz estoient:	904
1363|1364	et ou il vet|et quele aventure le maine	et quelle auanture le menoit	905
1365	si sol	si seul	906
1366	et il li conte une partie de son estre	Et il lui compte de son estre une partie	907
1367	et autre l’en çoile e;	et lautre lui en celle:	908
1368	et totes voies li dist	et toutesfois dit il	909
1369	que en la cort al roi Baudemagu voldroit estre por soi deffendre vers un chevalier	que en la court du roy bademagus uouldroit il estre|pour ung cheualier	910|911
1370	qui l’a apelé de traïson	qui lauoit appelle de trayson	912
1371|1372	En ce qu’il parloient ensi|orent li escuier mise la table	Et ainsi qu ilz parloient len mist les tables	913
1373	si vont laver;	ilz lauent leurs mains	914
1374|1375	si s’asiet Lancelos|et li chevaliers	et puis se assient le cheualier	915
1376	et une damoisele	et lancelot:	916
1377|1378	qui molt ert bele|et estoit amie al seignor de laiens;	et une damoiselle moult belle laquelle estoit amie au cheualier de leans	917
1379	si mengierent tuit troi ensamble	Si mengerent tous trois ensemble:	918
1380	mes cele	mais celle	919
1381	qui Lancelot esgarde ne se puet saoler de lui veoir	qui lancelot regarde laisse le boire	920
1382	Kar tant li samble bials qu’ele ne prisa onques mes bialté d’ome envers cesti :	et le mengier	921
1383|1384	si l’esgarde|si viselment	pour la grant beaute	922
1385	que tot en laisse le mengier n’a autre chose n’entent	que elle uoit en lui|si que a autre chose ne entent	923|924
1386	fors a lui remirer		
1387	Si ont li escuier osté le premier mes de sor la table c’onques la damoisele n’en tasta	si ont les escuiers oste le premier mes|que encques la damoiselle nen tasta ains pensa a lancelot:	925|926
1388|1389	ains pensa totes voies|Et en cel pensé li descent el cuer une	et en celle pensee lui descendoit une telle amour au cueur	927
1390	si grant amor qu’ele aime Lancelot outre ce	que elle ayma lancelot oultre	928
1391	que feme n’ama mes home;	que femme ne ayma oncques homme	929
1392	si li est avis	Si lui est auiz	930
1393	que s’il l’amoit qu'ele seroit beneuree	que sil laymoit quelle seroit trop eureuse	931
1394	Mais ci endroit n’em parole plus li contes	Mais cy endroit plus nen parle le compte	932
1395	kar ça avant le devisera	car cy aprez le uous deuisera	933
1396	et comment ele l’ama merveillosement	et comment elle layma merueilleusement	934
1397|1398	et comment ele le proia|et la merveille	et comment elle mourut pource quil la refusa Comment lancelot rescouist le frere du cheualier	935
1399	que ses amis en fist	qui lauoit logie	936
1400|1401	quant il sot qu’ele l’amoit|et comment cele morut por ce qu’il la refusa	Et comment il se deffendist centre argondes	937
1402	tot ce vos trespassera li contes ci endroit por deviser une aventure qu’il lor avint el paveillon ou il estoient	et puis alla a la douloureuse tour faire enterrer le corps de galle	938
1403	Ci dist li contes que	iiii	939
1404	quant il orent le secont mes eu	xx	940
1405	es vos un chevalier armé d’unes armes vermeilles	xu|LE compte dit	941|942
1406|1407	qui vint corant par devant le paveillon o grant compaignie de chevaliers|Et cil as armes vermeilles	que quant ilz eurent eu le second mes uecy ung cheualier arme de armes uermeilles courant par deuant le paueillon a grant compaignie de cheualiers	943
1408|1409	qui devant venoit entre el paveillon a|et voit	et il entra au paueillon	944
1410|1411	I|escuier	et uist ung escuier	945
1412	qui servoit a la table	qui seruoit a la table	946
1413	si estoit freres al chevalier de laiens	qui estoit frere au cheualier de leans	947
1414|1415	Et il cort maintenant cele part|si le prent par les espaules	Il le prent par les espaulles	948
1416	et le lieve devant lui sor l’arçon de la sele	et le met deuant lui es arcons de sa selle	949
1417	si s’en torne a tot	si sen ua atout	950
1418	Et quant cil del paveillon voit ce	Et quant celui du paueillon uoit ce	951
1419	si crie a Lancelot Ha	si crie a lancelot	952
1420	bials sire		
1421|1422	je sui mors|se cil enporte ensi mon frere	Haa sire ie suis mort se celui emporte mon frere	953
1423|1424	kar il l’ocirra|s’il n’est secors:	car il loccira sil nest secouru	954
1425	si vos pri por Dieu	Si uous prie|pour dieu	955|956
1426	que vos i metés paine	que uous mettez paine a le secourir	957
1427	Et Lancelos saut de la table	Et lancelot sault hors de la table	958
1428	et demande ses armes	et demande ses armes	959
1429|1430	et I|escuiers vint avant	et ung escuier uint a lui	960
1431|1432	si li dist Par foi|sire	et lui dist	961
1433|1434	vos armes|et vostre cheval enmainent il ! — Voire	Par ma foy sire uoz armes emportent il	962
1435|1436	fet il|par mon chief	Par mon chief	963
1437	ja por ce ne remaindra	pour ce ne ne demourra il pas	964
1438	que je nes sieve	que ie ne le suiue	965
1439	Lors vient fors del paveillon	Et lors sault hors du paueillen	966
1440|1441	et li chevaliers o lui|et il esgarde cels	et le cheualier auec lui Ilz regardent ceulx	967
1442	qui s’en vont	qui sen uont	968
1443|1444	qui ja avoient passé l’eve par J|pont de fust;	qui auoient ia passe leaue par ung pont de fust	969
1445|1446	et Lancelos demande al chevalier s’il remaindra|Sire	Lancelot demande au cheualier sil demourra	970
1447	fet il		
1448|1449	nenil|ains vos ferai compaignie	Sire fait il nenny ains uous feray compaignie	971
1450	tant que nos aions trové	tant que uous aiez trouue	972
1451	qui armes vos baut	qui armes uous baillera	973
1452|1453	Lors acueillent lor voie tot a pié|et vienent au pont	Lois uiennent au pent tout a pie	974
1454	si passent outre	et passent oultre	975
1455|1456	et s’adrecent a I|tertre par ou li chevalier s’en vont;	et se adrecent a ung terte par ou les cheualiers uont	976
1457	si n’ont gaires alé	Si ne ont gaires alle	977
1458|1459	quant il encontrent I|chevalier armé d’unes armes noires	quant ilz encontrent ung cheualier arme dunes armes noires	978
1460	qui venoit al pont par I		
1461	chemin de travers		
1462|1463	Et quant il voit Lancelot|si s’areste	Quant il uist lancelot il se arresta pource qu il le congnoissoit bien	979
1464	por ce que bien le conoissoit		
1465|1466	si li demande ou il vet ensi a pié tos desammés|Qui estes vos	et lui demanda ou il alloit ainsi a pie tout desarme	980
1467	sire chevaliers		
1468|1469	fet Lancelos|qui me demandés ou je vois	Quest ce fait lancelot demandez uous ou ie uois	981
1470|1471	— Je sui|fet il	Oy sire	982
1472|1473	I|chevaliers d’estrange païs	si suis ung cheualier destrange pais	983
1474|1475	mais molt me merveil de ce|que je vos voi ensi aler	qui moult me merueille de uous uoir aller ainsi	984
1476	Et Lancelos li conte	Et lancelot lui compte	985
1477	comment il estoit herbergiés	comment il estoit hebergie:	986
1478|1479	et comment I|chevaliers vint laiens ou il menjoit	et comment ung cheualier uint la ou il mengoit	987
1480|1481	qui prist a force I|vaslet	qui print a force ung uarlet	988
1482	et le mist sor le col de son cheval	et le mist sur le col de son cheual	989
1483|1484	Et encore m’a il plus meffet|fet Lancelos	Et encores y a il plus fait lancelot	990
1485	kar cil	car ceulx	991
1486	qui avec lui vindrent enporterent mes armes	qui auec luy sont emportent mes armes	992
1487|1488	et enmenerent mon cheval|—	et emmainent mon cheual	993
1489	Quel guerredon		
1490	fet cil		
1491|1492	porroie je atendre de vos|se je por vos me desarmoie	quel guerdon fait celuy pouroie ie auoir de uous se ie me desarmoye	994
1493|1494	et vos bailloie mes armes|et mon cheval	et uous bailloie mes armes	995
1495	— Certes		
1496	fet Lancelos		
1497	tel com vos deviseriés		
1498	— Se vos		
1499	fet il		
1500	el premier lieu ou je vos troverai armé		
1501	por		
1502|1503	que je soie desarmés|me creantés a doner vos armes Ie vos bailleroie les moies	et mon cheual certes fait lancelot: tel comme uous deuiseres se fait il au premier lieu ou ie uous trouueray arme me promettes a bailler uos armes ie uous bailleray les miennes Certes fait lancelot	996
1504	— Certes		
1505	fet Lancelos		
1506|1507	si ferai je|por	si feray ie pourtant	997
1508	que vos ne me truisiés combatant	que uous ne me trouues combatant	998
1509|1510	Et cil descent maintenant|si se desarme	et celuy deschent maintenant sy se desarme	999
1511|1512	et baille a Lancelot tot son hernois|et il s’en appareille	et baille tout son harnois a lancelot	1000
1513	et monte en son cheval		
1514	puis dist a son oste qu’il s’en retort; Imes il dist		
1515|1516	que non fera|Si ferois	et il sen appareille	1001
1517	fet Lancelos a lar je conoistrai bien les armes a celui		
1518|1519	que je vois querant en quelque lieu je les truisse|Et cil dist	et mente sus le cheual	1002
1520|1521	puis qu’il velt|s’en retornera:	et fait retourner son hoste	1003
1522	si s’en vet		
1523	et enmaine o lui le chevalier		
1524|1525	qui molt est liés de ce|que Lancelos li doit I	et prent congie de luy	1004
1526|1527	guerredon|Et Lancelos aquelt son chemin aprés cels	lancelot print son chemin apres ceulx	1005
1528|1529	que|il sieut tant qu’il est venus el tertre en haut	qui sen uont tant quil est uenu eu tertre en hault	1006
1530|1531	et lors voit devant lui la forest|que l’en apele la forest des Trois Perilx	et lors uoit deuant luy la forest des trois perilz	1007
1532	et ce por quoi ele fu ensi apelee devisera bien li contes ça avant	et ce|pour quoy elle est ainsy appellee deuisera bien le compte cy en auant	1008|1009
1533	Quant il fu amont el tertre	QUant il fust amonlt eu tertre	1010
1534|1535	si esgarde devant lui|mais il ne voit nul de cels	si regarde deuant luy	1011
1536	que il queroit		
1537|1538	kar il s’estoient ja ferus en la forest|Et totes voies sieut il les esclos des chevals	et suyst les pas des cheuaulx tant quil uint a lentree de la forest	1012
1539	tant que il vient a l’entree de la forest;		
1540	et lors encontre une damoisele tote chenue	et lors encentra une damoiselle toute chanue	1013
1541|1542	qui chevalchoit molt cointement|et estoit tote deslie	qui cheuauchoit menlt coinctement toute descheuelee ses tresches entre ses espaulles	1014
1543	ses treces par ses espaules comme pucele	comment une pucelle	1015
1544|1545	et avoit en son chief l|chapel de roses	et auoit sur son chief ung chapiau de roses il la sallue	1016
1546	kar c’estoit entor la Saint Johan		
1547|1548	Il le salue|et ele li dist	et elle luy dist	1017
1549|1550	que bone aventure li doinst Diex|Damoisele	que bonne aduanture luy dennast dieu damoiselle fait il aues uous point ueu passer par cy ung cheualier a unes armes uermeilles	1018
1551|1552	fet il|me savriés vos a dire	Eu nom dieu fait elle se ie uoulloie ie uous lenseigneroie bien dictes le moy fait il par tel conuenant	1019
1553|1554	quel part uns chevaliers o unes armes vermeilles s’en vet|— En non Diex	que ie soie uostre cheualier au premier lieu	1020
1555	fet ele		
1556	je le vos enseigneroie bien		
1557|1558	se je voloie|— Dites le moi	que uous me requerres se uous me promettes	1021
1559	fet il		
1560	par covent		
1561|1562	que je soie vostre chevaliers el premier lieu ou vos me requerrois|— Se vos me creantés	que au pre mier lieu ou ie uous requesray uous me aideres ie uous lenseigneray	1022
1563	fet ele		
1564	que vos me sievrois de		
1565	quel hore		
1566	que vos en semoigne		
1567	je le vos enseignerai		
1568	Et cil li creante		
1569	dont il se repenti		
1570	puis molt durement tel hore fu		
1571	Or alés		
1572	fet ele		
1573	tot cest chemin		
1574	si li mostre I		
1575	sentier estroit		
1576|1577	qui aloit al travers de la forest|Si ne tornés	et il luy promet denc depuys sen repentist Or alles fait elle tout ce chemyn en trauers de la forest sans tourner de nulle part	1023
1578	fet ele		
1579|1580	de nule part|et quant vos avrois alé entor demie lieue	Quant uous aures cheuauche enuiron demye lieue	1024
1581|1582	si verrois delés I|vivier trois paveillons tendus	si uerres de les une riuiere trois pauillons la dedens trouueres le cheualier	1025
1583	La dedens troverois le chevalier		
1584	que vos querés	que uous demandes	1026
1585	que l’en apele Arramant le Gros;	et len lappelle arrement le gras	1027
1586|1587	si le conoistrois a ces enseignes qu’il a en mi le front II|plaies	et le cengnoistres a telles enseignes quil ha deux playes au frent or uous en poues aller mes	1028
1588	Or vos en poés aler	que mayes dist uostre nen	1029
1589|1590	mais que vos m’aiés dit vostre nom|Et il se nome molt a envis	et il se nomme monlt enuiz	1030
1591|1592	et totes voies li dist qu’il a non Lancelot del Lac|Alez a Dieu	et dist quil a a nen lancelot du lac	1031
1593	fet ele		
1594	Atant s’en part		
1595|1596	et s’en vet tot le chemin qu’ele li avoit enseigné|si grant aleure com il plus puet del cheval traire	A tant sen ua lancelot tout le chemyn quelle luy a enseigne tant quil attaint le cheualiee	1032
1597	tant que il atainst les chevaliers		
1598|1599	que il sievoit|Et cil lor i escrie	si luy escrie	1033
1600	si haut	si hault	1034
1601|1602	que bien porent oîr|et maintenant li vient acorant li uns d’eus	que bien le peult ouir maintenant luy uient a lencontre lun de lautre lescu au col la lance au poing armes de toutes pieces	1035
1603	l’escu al col		
1604	le lance el poing		
1605	et fu armés de totes armes		
1606|1607	Et Lancelos le fiert|si que	et lancelot le fiert	1036
1608|1609	pour le hauberc ne remaint qu’il ne li met par mi le cors le fer del glaive|si l’empaint bien com cil	si durement quil luy met le fer du glaiue parmy le coprs	1037
1610	qui assés ot		
1611	et cuer		
1612	et force:		
1613	si le porte del cheval a terre	si le porte a terre	1038
1614	et retrait son glaive a lui;		
1615|1616	si voit I|autre venir tot appareillié de joster	et uoit ung aultre uenir tout prest de iouster	1039
1617	et il nel refuse pas	et il ne le reffuse pas	1040
1618	ains li torne le chief del cheval		
1619	et cil	et celuy	1041
1620	qui vint acorant li done tel cop en l’escu	qui uient accourant luy donne tel coup sur son escu	1042
1621	que tote sa lance vole en pieces	que sa lance uolle en pieces	1043
1622|1623	Et Lancelos|qui un poi porta sa lance bas	et lancelot porte la sienne ung pou plus bas	1044
1624	l'ataint par desus l’arcon de la sele	si la actaint	1045
1625	si le fiert	et le fiert	1046
1626	si que les mailes del hauberc ne pueent soffrir le grant cop	si durement|que les mailles du haubers ne peurent le coup souffrir	1047|1048
1627|1628	que li glaives ne li voist par mi le cors|si que li fers pert d’autre part;	que le glaiue ne lui uoit parmi le corps	1049
1629|1630	si l’empainst|si durement qu’il le porte a terre	si quil porte luy	1050
1631|1632	et lui|et le cheval	et le cheual a terre	1051
1633	Et lors dient cil	Et lors dient ceulx	1052
1634	qui devant s’en aloient	qui deuant sen alloient	1053
1635|1636	que molt joste bien li chevaliers|quant	que monlt iouste bien le cheualier	1054
1637|1638	Il|de lor meillors compaignons a ensi abatus	Quant lancelot eust rompu sa lance il mest la maina lespee	1055
1639	Et Lancelos laisse corre a els tos	et lesse courre uers les aultres	1056
1640|1641	qui encore estoient nuef;|si ot l’espee traite	qui estoient uingt	1057
1642	por ce que ses glaives estoit brisiés al chevalier qu’il ot derrainement abatu ;		
1643	si lor detrenche lor escus	si leur despiece escus	1058
1644|1645	et lor depiece lor hialmes|et lor ront les haubers sor les bras	et detrenche leurs heaulmes	1059
1646|1647	et sor les espaules;|si fet tant par sa proesce	et fist tant par sa proesse	1060
1648|1649	que tuit cil|qui le voient s’en merveillent	que tous ceulx qni le uoient en sont esmerueillies	1061
1650	Et la ou il voit le chevalier as armes vermeilles	Et la ou il uoit le cheualier aux armes uermeilles	1062
1651|1652	si nel mesconoist pas|ains li adresce par mi els tos	si luy adreche son cheual parmy tous eulx	1063
1653|1654	et li done|si grant cop par mi le hialme	et luy donne tel coup sus le heaulme quil ne se peult tenir aux archons mes uolle a terre	1064
1655	que cil est	et lancelot luy ua denner	1065
