756	et vient vers la damoisele 	et uient uers la damoisele 	801
757	et dist trop durement iriez: « Damoisele. vos m’avez mort: 	et li dit trop durement iriez. Damoisele fet il uous mauez mort. 	802
758	si couvient 	Si conuient 	803
759	que vos en muiriez, 	que uous en muiriez . 	804
760	car je ne voil 	Car ge ne ueul 	805
761	que jamais decevoiz home en tel manniere 	que iames ne deceuez homme en tel maniere. 	806
762	com vos m’avez deceu. » 	comme uos mauez deceuz. 	807
763	Lors dresce l’espee contremont 	Lors dresce lespee contremont. 	808
764	et cele 	Et cele 	809
765	qui grant paor a de morir li crie merci a jointes mains 	qui grant paour a de morir. li crie merci a iointes mains. 	810
766	et dist: «	Et li dit. 	811
767	Ha, frans chevaliers, ne m’oci mie por cele pitié 	Ha: frans cheualier. ne mociez mie. pour cele pitie 	812
768	que Diex out de Marie Madelainne !» 	que diex ot en marie magdalaine 	813
769	Et il s’areste touz trespensez 	et il sareste touz trespensez.	814
770	et la voit la plus bele riens 	et uoit la plus bele riens 	815
771	qu’il onques mais veist 	quil ouques mes ueist. 	816
772	et il trambloit si durement d’ire et de mautalant 	Et il trembloit dire et de maltalent. |Si durement 	817|818
773	que a poinnes pooit il tenir s’espee	que a poine pooit il tenir sespee: 	819
774	et se test 		
775	et pense 	Et pense 	820
776	qu’il fera, 	que il fera. 	821
777|778	ou s’il l’ocirra |ou s’il le laira vivre. 	ou il locirra du il la lera uiure. 	822
779	Et cele li crie toutes voies merci 	Et cele li crie merci. 	823
780	et est devant lui a genouz toute nue en chemise 	et est deuant lui a genolz toute nue en sa chemise. 	824
781	et il resgarde ses ieuz et son vis et sa bouche 	Et il regarde ses iex et son uis et sa bouche. 	825
782	et voit en lui tant de biauté 	Et uoit en li tant de biaute 	826
783	qu’il en devient touz esbahiz. 	quil en deuient touz esbahiz. 	827
784	Lors dist tant dolanz que nus plus: « Damoisele. je m’en irai 	Lors dit tant dolenz |que nus plus Damoisele. 	828|829
785	si vaincuz et si recreanz com cil 	ge men irai si dolenz et si recreanz. |que cil	830|831
786	qui ne s’ose de vos vengier, 	qui ne sose de uous uenger. 	832
787|788	car trop seroie cruex et desloiax, |se si grant biauté destruioie 	Car trop seroie crieulz et desloiaux. se si grant biaute destruioie 	833
789	com il a en vos.	comme il a en uous. 	834
790	Si vos pri 	Si uous pri 	835
791|792	que vos me pardoingniez ce |que je tres m’espee sor vos, 	que me pardonez tout uostre mautalent. 	836
793	car ire et mautalant le me fist faire. — Sire, fait ele, je le vos pardoing 		
794	par si que vostre courouz me pardoingniez. » 		
795	Et il li otroie, 	et ele li otroie puis	837
796	puis qu’il voit 	quele uoit 	838
797	que dire li couvient; 	que fere li conuient. 	839
798	si remet s’espee el fuerre 	Et lanc̃. remet sespee el fuerre	840
799	et la commande a Deu. 	et la commande a dieu. 	841
800	Quant il vient a la cort aval, 	QUant il uient a la cort aual	842
801	si troeve son cheval enselé ;	si trueue son cheual ensele. 	843
802	si le fist Brisane apareillie celoz le trouvast, 	Si le fist brisane appareillier. pour ce|que lanc̃. le trouuast 	844|845
803	quant il vandroit aval,	quant il uendroit aual. 	846
804	quar ele savoit 	Car ele sauoit bien	847
805	por ce que Lanbien 	quil ne remaindroit mie laienz. 	848
806	qu’il ne remandroit s’apercevroit de la decevance. 	si tost comme il saperceuroit de la deceuance. 	849
807	Quant il est montez et laienz, 	quant il est montez |si prent son escu. 	850|851
808	si tost com il Il a pris son escu et I. gl. arbre, 	et .i. glaiue|quil trouua apoie a .i. arbre. 	852|853
809	si s’em part dolanz et courrouciez 	si sem part dolenz |et correciez	854|855
810|811	et entre en |qu’il trova apuié a I. son chemin 	Et erre en son chemin. 	856
812	et vait pansant si durement 	et uet pensant si durement 	857
813	qu’il ne set de lui conroi.	quil ne set de lui conroy. 	858
814	Et li rois de la Quasse por veoir sa fil s fu matin venuz au chastel conté 	Et li rois pelles fu matin uenuz au chastel de la quasse. |pour ueoir sa fille. 	859|860
		que len li auoit ia conte 	861
815	conment Lanceloz s’en estoit alez. 	comment lanc̃. sen estoit alez. 	862
816|817	Quant il vint |que l’an li avoit ja la, 	quant il uint la. 	863
818|819	si la troeve malade |et deshaitie de la paor 	si la trueue malade et deshetiee. de la paour 	864
820	que Lanceloz li ot faite 	que lanc̃. li ot fete 	865
821	qu’il ne l’oceist;	que il ne loceist. 	866
822	si conta son pere. einsi 	Si conta a son pe. 	867
823	com il li 'estre de li 	comment il li estoit auenu. 	868
824	et de Lancel. pit avenu. 	Et quant il sot uraiement lestre de li et de lanc̃. 	869
825	Quant il sot vraiement rement et plus honorer que devant. 	Si la fist garder molt chierement. |Et plus honorer que deuant. 	870|871
826|827	Et ne demora pas ist garder molt chieIII. |mois 	Et ne demora pas plus de .iii. mois. 	872
828	qu’il sot 	quil sot qele estoit enceinte. |Et par les fusiciens 	873|874
829	qu’ele estoit enceinte et par les usiciens 	qui li distrent. |Et par la damoisele 	875|876
830	qui li ue ce ert voirs : 	qui li dist |que cestoit uoirs. 	877|878
831	si en furent si lié 	Si en furent si lie	879
832	que nul plus et strent et par la damoisele 	que nus plus. 	880
833	qui dist ll del païs en firent grant joie. 	Et cil del pays en firent grant ioie. 	881
834	Quant Lanceloz 	QUant lanc̃. 	882
		se fu partiz de la damoisele. 	883
835	se fu partiz de la damoisele, si erra tout le jor entier molt dolanz et courouciez et toz jorz aloit demandant nouveles de Lion son cousin. 	Si erra tout le iour molt dolenz. et molt correciez. |Et tousiors aloit demandant noueles de lyonnel son cousin. 	884|885
836	Quant il ot erré i dusqu’aprés vespres, il resgarda devant lui 	Et quant il ot ale iusques pres de uespres.|Si regarde deuant lui. 	886|887
837	et vit en I. montaigne l. molt bel chastel; il torne cele part, 	et uit une montaingne. |et illec uit .i. molt biau chastel. Il torne cele part 	888|889
838	car il ert tans de herbergier. 	quant il est tens de hebergier. 	890
839	Quant il est venuz dusqu’au chastel, 	Et quant il est uenuz iusquau chastel 	891
840	si troeve I. chevalier 	Si trueue .i. cheualier.	892
841	qui li dist: « Sire chevaliers, 	qui li dit. Sire. 	893
842	par ci ne poez vos passer, 	par ci ne poez uous passer 	894
843	se vos ne volez jouster. » Lanceloz pensoit si durement 	Se uous ne uolez iouster. lanc̃. pense si durement 	895
844	qu’il n’antandi pas a ce 	quil ni entendi pas a ce 	896
845	qu’il dist; 	que cil li dist. 	897
846|847	si s’an vait sus le pont |ne onques ne laisse son penser. 	Si sen ua sor le pont. ne onques ne lessa son penser. 	898
848	Et cil chevaliers li vient son glaive aloingnié	Et cil cheualier. li uient le glaiue esloingne. 	899
849	et le fiert si durement 	Et le fiert si durement 	900
850	qu’il li fait la sele widier 	quil li fist la sele widier. 	901
851	et le porte tout envers dedenz le fossé. 	Et le porte tout enuerz dedenz le fosse. 	902
852	Et Illl. vallez 	Et .iiii. uallez	903
853	qui estoient sus la bretesche li conmancent a crier: « 	qui estoient sor les bretesches li commencent a crier. 	904
854	Ha, sire chevaliers, or vos poez bien baingnier ! » 	Ha: sire cheualier.|or uous poez bien baignier. 	905|906
855	Et li chevaliers del chastel prant le destrier Lancelot, 	Et le cheualier. prent le cheual lanc̃.	907
856	si entre dedanz la vile; 	et entre dedenz la uile. 	908
857	et maintenant fu la porte close. 	Maintenant fu la porte close del chastel.	909
858|859	Et quant Lanceloz voit |qu’il est chaüz en l’eve, 	Et quant lanc̃. uoit qu il est cheoiz en leue 	910
860	si est touz esbahiz, 	si est touz esbahiz. 	911
861	car il ne set 	Car il ne set 	912
862	comment il est chaoiz, 	comment il y est cheois. 	913
863	si sant 	si sent 	914
864	qu’il afonde. 	quil afondre. 	915
865	Lors aert a Il. poinz J. arbre 	et lors aert a .ii. poinz .i. arbre 	916
866	qui devant lui estoit 	qui|deuant lui estoit. 	917|918
867	et fait tant 	Et fet tant 	919
868	qu’il est issuz del fossé et venuz a terre seche, son escu a son col, son glaive en son poing. 	quil est issus del fosse. et est uenuz a seche terre. |Si met son escu a son col.	920|921
869	Et cil de la bretesche li dient: « Sire chevaliers, aillors vos couvient querre ostel, 	et son glauie en son poing. |Et cil de la bretesche li dient. Sire cheualier. 	922|923
		aler uous couient querre hostel. 	924
870	car çaienz ne metrez vos huimais le pié,	Car ceainz ne metrez uous huimes les piez. 	925
871	mais demain 	Mes demain 	926
872	se vos reveniez 	se uous reueuez. 	927
873	et nos poons recevoir chevalier pescheor, nos vos recevrons volentiers. » 	et nous poons receuoir cheualier pecheour. Nous le receurons uolenters. 	928
874	Quant il voit 	Et quant il uoit 	929
875	que cil le vont i einsi gabant, 	que cil le uont einsi gabant. 	930
876	si est molt dolanz; 	si est molt dolenz. 	931
877	lors lor dist: « 		
878|879	Biau seingnor, et de mon cheval |car me dites nouveles, 	Et lors dist. biaus seignors de mon cheual. me dites noueles. 	932
880	se vos les savez. — 	se uous les sauez.	933
881|882	Par foi, font il, de vostre cheval ne savons nos riens, mais de celui |que vos avez perdu savons nos bien. 	par foi font il de uostre cheual sauons nous bien 	934
883	qu’il est çaienz et dahaiz ait 	quil est ceainz. |Et dehez ait 	935|936
884	qui cheval vos donna, 	qui cheual uous donna. 	937
885	car certes il nel poïst noauz amploier. » 	Car il nel poist pis emploier. 	938
886	Quant il voit 	Et quant il uoit 	939
887	qu’il n’i prandra plus, 	quil ni prendra plus. 	940
888|889	si est assez plus dolanz |que devant 	si est assez plus dolenz que deuant. 	941
890	et vient desouz en la valee	Et uient desouz en la ualee. 	942
891	et s’asiet auques pres dunne fontainne desouz IlII. arbrisiax, 	Et sassiet auques pres dune fontaine. desouz .iiii. arbressiax. 	943
892	si met son glaive delez lui 	si met. son glaiue delez lui. 	944
893	et s’asiet desus son escu; 	et sassiet desor son escu. 	945
894|895	si est tant dolanz|et courrouciez 	si est tant dolenz et correciez 	946
896	tant que la nuiz soit venue. 	que la nuit soit uenue. 	947
897	Quant li tans fu aprés ce J. poi acoisiez 	QUant li tans fu .i. poi apres ce acoisiez. 	948
898	et la lune fu levee, 	et la lune fu leuee. 	949
899|900	si resgarde Lanceloz |et voit venir IlI. chevaliers armez, 	si regarde lanc̃. et uoit uenir .iii. cheualiers armez 	950
901	si descendent a la fontainne	Si descendent a la fontaine 	951
902|903	et ostent lor armes, |si s’asieent desus l’erbe vert. 	et ostent leur armes desor lerbe uert. 	952
904	Aprés ce ne demora mie granment que IIII. escuier vindrent 	apres ce ne demora mie granment. |que .iiii. escuiiers uindrent 	953|954
905	qui amenerent la damoisele avec aux qui Lancelot avoit gari de l’anvenimement 	qui amenoient auec els la damoisele |qui. lanc̃. auoit gari de lenuenimement 	955|956
906	qu’il avoit pris l’autre jor a la fontainne 	quil auoit pris lautre iour a la fontaine. 	957
907	et an plouroit molt durement 	Et|si ploroit molt durement 	958|959
908	et les clamoit larrons et traïtres. 	et les clamoit larrons et traitres. 	960
909	Quant Lanceloz le voit plourer, 	quant lanc̃. la uoit plorer 	961
910	si est molt dolanz, 	si est molt dolenz. 	962
911	car il n’amoit nule fame plus de li fors la roine. Il se pense 	Car il namoit nule dame plus de li. fors sa dame la royne. 	963
912|913	qu’il li aideroit sauve s’onor, |quant il se porpense 	Si pense 	964
914	qu’il atandra encore 	quil atendra encore. 	965
915	tant qu’il voie 	tant quil uoie 	966
916	que cil voldront faire. 	que cil uoudront fere. 	967
917	Quant il l’ont descendue del cheval, 	quant il lont descendue del cheual. 	968
918	si se lievent li III. i chevalier 	Si se lieuent. li .iii. cheualiers. 	969
919	et dient 	et li distrent 	970
920	que bien. soit ele venue 	que bien soit ele uenue. 	971
921	et ele lor dist 	Et ele dit. 	972
922	que mal soient il trové comme desloiaux chevaliers et larrons. « 	que mal soient il trouue. comme desloiaux cheualiers. et larrons. 	973
923	Ha, damoisele, fait li uns, vos direz ce 	Ha: damoisele fet li uns. uous diroiz ce 	974
924	que vos voudrez, 	que uous uoudroiz. 	975
925	mais desloiaux ne larrons ne somes nos mie. — 	Mes desloiaux ne larrons. ne sommes nous mie.	976
926	Si estes voir, fait ele. 	Si estes uoir fet elle. 	977
927	Quel greingnor desleauté poez vos faire 	Car greignor desloiaute. ne poez uous fere.|que prendre damoisele en murtre 	978|979
928	que prandre damoisele en murtre et an repost et de mestre main a li estre son gré ? 	et en repost. |et metre main a li outre son gre. 	980|981
929	Ne greingnor larrecin ne poez vos faire 	ne greignor larrecin |ne poez uous fere. 	982|983
930	et tout ce avez vos fait de moi 	et tout ce auez uous fet de moi. 	984
931	qui en murtre et en traïson 	qui en murtre et en trayson 	985
932	me venistes prandre en la meson mon frere 	me uenistes prendre en la meson mon frere. 	986
933	et m’en avez amené sanz le seu de lui. 	Et men auez menee sanz le seu de lui. 	987
934|935	Et cuidiez vos |por ce 	Et cuidiez uous pour ce. 	988
936	que je sui en vostre saisine 	se ge sui en uostre saisine 	989
937	que je vos aimme plus tost ? 	que ge uous aune plus tost. 	990
938	Certes nenil, 	Certes nenil. 	991
939	ainz voudroie mielz 	ainz uoudroie miex 	992
940	que vos fussiez trainez a la queue de mon roncin; 	que uous fussiez trainez a la qeue dun roncin. 	993
941	car trop seroie avillie, 	Car trop seroie auilee. 	994
942	se je laissoie le millor chevalier del monde 	se ie lessoie le meilleur cheualier del monde. 	995
943	et le plus prodome a	et le plus preudome. 	996
944	cui j’ai m’amor donnee por I. si vil chevalier et si recreant	a qui iai mamor donnee. |Et por .i. 	997|998
945	com vos estes. — Damoisele, fait il, 	si uil cheualier. |et si recreant comme uus estes. Damoisele fet il. 	999|1000
946	se vos n’estes amee, 	et se uus nestes amee. 	1001
947	que vos vaut ? 	que uous uault ce: 	1002
948	Certes ce ne porroit pas estre 	Certes ce ne porroit pas estre 	1003
949|950	que li mieldres chevaliers del monde |et li plus prodom eust mise s’amor en vos,	que li mieldres cheualiers del monde et li plus preudons eust mise samour en uous. 	1004
951	car trop la porroit mielz amploier. — 	Car trop la porroit mielz emploier. 	1005
952	Certes, fait ele, sire chevaliers, cil 	Certes fet ele. cil cheualier. 	1006
953|954	qui est ore le millor chevalier dou monde ne tient pas|s’amor a mal emploie en moi, 	qui est ore li mieldres ch̃es del monde. ne tient pas samour a mal emploiee en moi. 	1007
955	ainz m’aimme bien 	Ainz maimme bien 	1008
956|957	et amera tant|com il me savra en vie, 	et mamera tant comme il me saura en 	1009
958	et je l’an serai si vraie	uie.et ge len serai si uraie. 	1010
959	que ja chevalier tant? 	que ia tant comme il uiue. 	1011
960	conme je vive, ne se porra venter 	ne se porra uanter 	1012
961	que jou li face compaigniea; 	qui en face compaignie. 	1013
962	et se je bien voloie faire si grant desloiauté 	Et se ge bien uoloie fere ceste desloialte. 	1014
963|964	que j’en vousisse I. mestre en son leu, |ja 	que gen uolsisse .i. metre en son lieu. Ia si mait diex. si mauues cheualier. 	1015
965	si m’aïst Diex si mauvais chevalier 		
966	com vos estes n’i metroie, 	comme uous estes ni metroie. 	1016
967	ainz i mestroie tel 	ainz i metroie tel 	1017
968	dont l’an ne me devroit mie blasmer.» 	dont len ne me deuroit mie blasmer. 	1018
969	Lors se courrouce li chevaliers 	Lors se torne cil cheualier. a la damoisele. 	1019
970|971	et dist a la damoisele : « |Et por Deu, 	et li dit. pour dieu dame 	1020
972	car nos dites or 	car nous dites |ore 	1021|1022
973	qui est cil chevaliers 	quiest cil cheualier. 	1023
974	qui tant est prodom et	qui est tant prodom. 	1024
975	qui si loiaument vos aimme ? — 	et qui|si loiaument uous aimme. 	1025|1026
976	Certes, fait ele, il ne faît mie a nommer devant 	Certes fet ele. il ne fet mie a nommer deuant 	1027
977	si noiant home 	si noient home 	1028
		comme uous estes. 	1029
978	com vos estes et neporquant por vos grever plus, vos dirai je 	Et ne pour quant.|por uous plus greuer uous dirai 	1030|1031
979	qui il est: 	ge |qui il est. 	1032|1033
980|981	ce est mes sire Lanceloz del Lac, |c’est cil 	Ce est misire lanc̃. del lac. Cest cil 	1034
982	que vos n’oseriez atandre a cop pour tout le reaume de Logres. — 	qui uous noseriez atendre a cop. pour tout le royaume de logres. 	1035
983	Celui? fait li chevaliers. 	Celui fet li cheualiers a maleur	1036
984	A mal eur soit il ore le millor chevalier dou monde!	soit il ore le meilleur cheualier del monde. 	1037
985	Certes il ne le porroit pas estre, 	Certes il ne le porroit pas estre. 	1038
986	car il fu filz au plus mauvais roi et au plus failli de cuer 	Car il fu filz au plus mauues roys. et au plus failliz de cuer. 	1039
987	qui onques portast couronne et bien monstre en la fin 	qui onques portast coronne. |Et bien. le moustra a la fin 	1040|1041
988	qu’il estoit noianz ; 	quil estoit noienz. 	1042
989	car li rois Claudas mes cousins le deserita de toute sa terre 	Car li rois claudas mes cousins. le desherita de toute sa terre. 	1043
990|991	si|qu’il s’anfor et morut de duel. 	si quil sen foui. et morut de duel. 	1044
992	Et por ce di je 	Et pour ce di ge. 	1045
993	que de si mauvés roi ne porroit pas issir le millor chevalier del monde. — 	que de si mauues rois. ne porroit pas issir le meilleur cheualier. del monde. 	1046
994	Ha, dant mauvais chevaliers, fait ele, 	ha; dant mauues cheualier. 	1047
995	si m’aïst Diex, 	si mait diex 	1048
996	s’il fust ja ci. 	sil fust ia ci 	1049
997|998	ja ceste parole |ne vos issist mais de la goule, 	Ceste parole ne uous issist iames de la gueule 	1050
999	car vos n’eussiez cuer del dire por tote la terre le roi Artu. — Damoisele, fait il, vos diroiz ce 	car uous neussiez le cuer del dire pour toute la terre le roy artur. Damoisele fet ll. uous dites ce 	1051
1000	que vos plaira	qui uus plera. 	1052
1001	et je vos escouterai, 	et ge uous escouterai. 	1053
1002	mais toutes voies vos di je 	mes touteuoies uous di ge. 	1054
1003	que vos façoiz ma volenté debonnairement 	que uous faites ma uolente deliurement 	1055
1004	et ne soiez pas si vilainne 	Et ne soiez pas si uilaine. 	1056
1005	qu’il vos couviengne faire force, 	quil uous couiengne fere a force 	1057
1006	car je ne vos ameroie ja puis ; 	Car ge ne uous ameroie ia pus. 	1058
1007	et vos veez bien 	Et uous ueez bien 	1059
1008	qu’il estuet 	quil estuet 	1060
1009	que vos le façoiz, 	que uous le facoiz. 	1061
1010	car la force n’est pas vostre 	Car la force nest pas uostre. 	1062
1011|1012	et mes voloirs i est. — |Fi, fait ele, par male aventure 	et mes uoloirs y est. Sire fet ele par male auenture. 	1063
1013	ainz fusse je arse ou noie 	Aincois fusse geu arsse. ou noiee.	1064
1014	que je par si mauvais home fusse honnie, 	que ie par si mauues home fusse honie. 	1065
1015|1016	quar si m’aïst Diex, |pis ne porroie je faire. » 	quar si mait diex. ge ne porroie pis fere. 	1066
1017	Et il conmande as chevaliers et as escuiers 	Et il commande as cheualiers et as escuiiers 	1067
1018	qu’il se traient en sus, 	quil se traient ensus. 	1068
1019	car il velt touz seus remanoir avec cele	Car il ueult touz seus remanoir auec cele 	1069
1020	qu’il aimme 	quil ainme. 	1070
1021	et dont il cuide bien faire sa volenté sanz contredit.	adonc cuide bien fere sa uolente sanz contredit. 	1071
1022	Quant cil s’an sont d’iluec alé, il prant la damoisele et la giete souz lui 	quant cil sen sont dilec torne. Il prent la damoisele et la giete souz lui. 	1072
1023	et dist 	Et dit 	1073
1024	qu’il li fera a force, 	quil li fera a force. 	1074
1025	s’ele ne li veult otroier debonnairement. 	sele ne li ueult otroier debonairement. 	1075
1026	Et ele s’escrie: « 	Et elle sescrie. 	1076
1027	Ha, gentils hom Lanceloz,	ha: gentilz hom. lanc̃. 	1077
1028	por quoi n’estes vos ci ? 	que nestes uous ci. 	1078
1029	Si vengissiez moi et vos de la honte 	si uengissiez moi. |et uous. de la honte 	1079|1080
1030	que cil lerres vos velt faire. » 	que cist lerres uous ueult fere. 	1081
1031	Lors conmance a guenchir et a detordre soi au plus 	et lors commence a ganchir et a trestorner soi au plus 	1082
1032	qu’ele ! puet 	quele puet 	1083
1033	et il la tient molt estroit entre lui et la terre. 	Et il la tient molt estroit entre lui et la terre. 	1084
1034	Et cele se rescrie: « 	Et ele se rescrie. 	1085
1035|1036	Ha, Lanceloz, biaux douz amis, li vostre secors me tardera moult, |ce m’est avis. » 	Ha: lanc̃. biaux doulz amis li uostre secours me tardera molt ce mest auis. 	1086
1037	Et Lanceloz 	Et lanc̃.	1087
1038	qui bien ot veu ce	qui bien ot ueu |ce 	1088|1089
1039	qu’il orent fait 	quil orent fet. 	1090
1040	et antandues toutes les paroles 	et entendu toutes les paroles 	1091
1041	qu’il disoient se dresce? en estant, 	quil disoient. |Se drece en estant. 	1092|1093
1042	ce li est avis 		
1043	que trop porroit huimais demorer; sì prant son escu 	Si li est auis que trop porroit huimes demorer. |Si prent son escu 	1094|1095
1044	et traist s’espee 	et trait sespee. 	1096
1045	et dist a cele 	Et dit a cele 	1097
1046	qui le regrete : « Damoisele, n’aiez paor, 	qui le regarde. Damoisele naiez pas paour 	1098
1047	car je ne sui mie trop loing de vos 	Car ge ne sui pas molt loing de uous. 	1099
1048	et mal vos a li chevaliers courroucie, 	Et molt uous a li cheualiers corrociee. 	1100
1049	qu’il en morra. » 	Et il en morra. se ie pus. 	1101
1050	Lors s’en vait vers aux grant pas, 	Lors sen uait uerz els grant pas. 	1102
1051	et quant cil le voit venir, 	Et quant cil le uoit uenir 	1103
1052	si a grant paor de mort 	si a grant paour de mort. 	1104
1053|1054	et crie: « Aide aide! — |Par mon chief, fait il, aide ne vos avra mestier, 	et crie aide aide. par mon chief fet i. aide ne uous y aura ia mestier. 	1105
1055	car vos en morrez 	Car uous en morrez	1106
1056	et il est bien droiz, 	et il est bien droiz. 	1107
1057	quant ceste damoisele voliez honir a force. » 	quant uous ceste damoisele uoulez honir a force. 	1108
1058	Lors hauce l’espee 	Lors hauce lespee. 	1109
1059	et cil velt foïr, 	et cil uolt fouir 	1110
1060	mais il ne puet, 	mes il ne pot.	1111
1061|1062	car Lanceloz le fiert |si de l’espee	Car lanc̃. le fiert si de lespee. 	1112
1063	qu’il li tranche l’espaule senestre, 	quil li trenche lespaulle senestre.	1113
1064	et cil chiet a la terre 	Et cil chiet a la terre 	1114
1065	qui navrez se sent a mort. 	qui naurez se sent a mort.	1115
1066	Et li autre acourent 	Et li autre y aqeurent 	1116
1067	por lui aidier	pour lui aidier. 	1117
1068	et Lanceloz lor laisse corre. l’espee traite, 	Et lanc̃. leur qeurt sus lespee traite. 	1118
1069	si en occist IlI. tantost a ce 	Si en ocist .iii. tantost. a ce 	1119
1070	qu’il les troeve desarmez; 	quil les trueue desarmez. 	1120
1071	et li autre tornent an fuie a ce 	Et li autre tornent en fuie a ce 	1121
1072	qu’il ont paor de morir 	quil ont paour de mort. 	1122
1073|1074	et s’an vont plus |que le pas vers la montaingne. 	Et sen uont plus que le pas uerz la montaigne. 	1123
1075	Et Lanceloz prant le millor des III. chevax 	Et lanc̃. prent le meilleur des .iii. cheuaux. 	1124
1076	por ce qu’il avoit le suen perdu 	pour ce |quil auoit le sien perdu. 	1125|1126
1077|1078	et lesse les autres aler par la |ou il vuelent; 	Et lesse les autres aler par la ou il ueulent. 	1127
1079	puis vient a la damoisele	Et puis uient a la damoisele 	1128
1080	qui ert toute esbahie 	qui est toute esbahie	1129
1081	dont Lanceloz pooit venir 	dont lanc̃. puet uenir. 	1130
1082	et li demande: « Biaux sire, 	Si li demande biau sire: 	1131
1083	qui rescousse m’avez, estes vos Lanceloz ? » 	qui resqeusse mauez. estes uous lanc̃. 	1132
1084	Et il dist oil 	Et il dit oil. 	1133
1085	et oste son hiaume, 	Et il oste son hiaume pour ce 	1134
1086	por ce qu’ele le quenoisse mielz.	que elle le connoisse. 	1135
1087	Et quant ele set 	Et quant ele set 	1136
1088	que ce est il, 	que ce est il. 	1137
1089|1090	si est tant liee|que nule plus ; 	si est tant liee que nule plus. 	1138
1091	si li giete les braz au col et li fait la greingnor joie 	Sili giete les braz aucol. |et li fet la greignor ioie 	1139|1140
1092	qu’ele puet 	quele puet. 	1141
1093	et li demande 	Et li demande 	1142
1094	quele aventure l’a illuec amené et a quel ore. 	quele auenture la illec amene. |et a quele heure il i uint. 	1143|1144
1095	Et il li conte? 	Et il li conte 	1145
1096	conment il avoit perdu son cheval 	comment il auoit perdu son cheual. 	1146
1097	ne ne pooit el chastel entrer, 	ne ne pooit el chastel entrer. 	1147
1098|1099	et|por ce estoit il venuz souz les arbrisiaux 	Et pour ce estoit il uenuz souz les arbres 	1148
1100|1101	tant que il fust jorz. » Sire, fait ele, vos ne manjastes anuit |ne ier par aventure. — 	tant quil fust iors. Sire fet ele. uous ne mengastes a nuit ne hier par auenture. uous dites uoir fet il. 	1149
1102|1103	Vos dites voir, fait il. — |Or vos dirai, fait ele, 	OR uous dirai fet ele 	1150
1104	que nos ferons. Montons sor noz chevax 	que nous ferons. Montons sor nos cheuaux. 	1151
1105	et alons chies une moie cousine 	et alons c̶ chies une moie cousine. 	1152
1106	qui ci pres maint a pres de demi liue et illec trouverons a mengier et a boivre 	qui ci pres maint a pres de demie lieue. |Et illec trouuerons nous a boiure et a maingier et biaux liz a nos uoloirs. 	1153|1154
1107	et biaux liz a noz voloirs. » 		
1108	Et il dist 	Et il dist 	1155
1109	que ce velt il bien, 	que ce uelt il bien. 	1156
1110	car ausint ne feroient il riens illuec. 	Car ausint ne feroient il riens illec. 	1157
1111	Quant il sont monté, 	Et quant il sont montez. 	1158
1112|1113	si tornent a destre del chemin |et vont tant 	si tournent a destre del chemin. 	1159
1114|1115	qu’il viennent a l’entree d’un petit boschet, |si voient illuec une maison batillie close de fossez 	Et uont tant quil uienent a lentree dun petit boschet. Il uoient illec une meson batailliee. close de fossez. 	1160
1116	et troevent le pont levé. La damoisele huche le portier 	Et trueuent le pont leue. et la damoisele huche le portier. 	1161
1117	et cil 	Et cil 	1162
1118	qui bien le connoissoit ist fors em braies et an chemise, 	qui bien la connoissoit ist hors em braies et en chemise. 	1163
1119	si avale le pont. 	Si auale le pont 	1164
1120	Et la damoisele li dist: « Va tost, 	Et la damoisele li dist ua 	1165
1121	si esveille ma cousine 	si esueille tost ma cousine. 	1166
1122	et li di 	Et il si fist. |Et dist a sa dame 	1167|1168
1123	que je li amaing I. chevalier 	que sa cousine li amaine .i. cheualier. 	1169
1124	de qui ele sera molt liee, 	de quoi ele sera molt liee. 	1170
1125	quant ele le connoistra». 	quant ele le connoistra. 	1171
1126	Cil cort por faire son conmandement 	Cil court pour fere son commandement. 	1172
1127	et Lancelot entre lui et la damoisele passent le pont	Et lanc̃. entre lui et la damoisele passent le pont.	1173
1128	et descendent en mi la cort. 	et descendent enmi la court. 	1174
1129	Et ne demora gueres 	Et ne demora gueres 	1175
1130	que li sires de laienz et la dame furent revestu et apparillié; 	que li sires et la dame de leainz furent uestuz et appareilliez. 	1176
1131	si issent fors de la chambre 	Si issent hors de lor chambres 	1177
1132	et font cierges alumer 	et font cierges alumer 	1178
1133	por veoir cler. 	pour ueoir plus cler. 	1179
1134	Si viennent a la damoisele 	Si uienent a la damoisele. 	1180
1135	et li font trop grant joie 	et li font trop grant ioie. 	1181
1136	et ele dist a sa cousine 	Et ele dit a sa cousine 	1182
1137	qu’ele la lest ester 	quele la lest ester. 	1183
1138	et face joie au chevalier 	Ainz face ioie. Au cheualier. 	1184
1139	qu’ele a amené, « 	que ele a la amene. 	1185
1140	car bien saichiez, fait ele, 	Car bien sachiez fet ele 	1186
1141	que a plus prodome de lui ne poez vos servir. » 	que plus preudome de lui ne poez uous seruir. 	1187
1142	Et cele demande	Et ele demande 	1188
1143	qui il est 	qui il est. 	1189
1144	et ele dist 	Et ele li dit 	1190
1145|1146	que c’est Lanceloz del Lac. |Lors li font tuit molt grant joie 	que ce est lanc̃. del lac. LOrs font tuit si grant ioie a lanc̃. 	1191
1147	et le font desarmer. 	Et le font desarmer.	1192
1148	Et la damoisele dist 	Et la damoisele dit 	1193
1149	que l’an lor apareille a mengier, 	que len leur apareult a maingier. 	1194
